name	volume	thickness	area	meancurv
Left-bankssts	2924.0	2.548	1064.0	0.11800000000000001
Left-caudalanteriorcingulate	1105.0	2.9339999999999997	433.0	0.135
Left-caudalmiddlefrontal	5645.0	2.6260000000000003	2007.0	0.111
Left-cuneus	3566.0	2.189	1499.0	0.136
Left-entorhinal	1484.0	3.2460000000000004	297.0	0.107
Left-fusiform	9224.0	2.966	2775.0	0.124
Left-inferiorparietal	11825.0	2.698	3940.0	0.11199999999999999
Left-inferiortemporal	10909.0	3.0580000000000003	2976.0	0.141
Left-isthmuscingulate	2222.0	2.292	867.0	0.121
Left-lateraloccipital	14031.0	2.542	4840.0	0.13699999999999998
Left-lateralorbitofrontal	8664.0	2.8310000000000004	2696.0	0.131
Left-lingual	5464.0	2.335	2147.0	0.128
Left-medialorbitofrontal	5093.0	2.695	1619.0	0.121
Left-middletemporal	11202.0	3.0860000000000003	2827.0	0.121
Left-parahippocampal	1715.0	2.543	586.0	0.08
Left-paracentral	3489.0	2.7430000000000003	1167.0	0.08900000000000001
Left-parsopercularis	4375.0	2.7539999999999996	1405.0	0.111
Left-parsorbitalis	2669.0	2.6439999999999997	715.0	0.13
Left-parstriangularis	4285.0	2.568	1421.0	0.127
Left-pericalcarine	1812.0	1.8980000000000001	1081.0	0.11900000000000001
Left-postcentral	7811.0	2.1630000000000003	3331.0	0.11199999999999999
Left-posteriorcingulate	2688.0	2.799	873.0	0.125
Left-precentral	13812.0	2.885	4242.0	0.1
Left-precuneus	8589.0	2.7560000000000002	2905.0	0.109
Left-rostralanteriorcingulate	2557.0	3.253	669.0	0.133
Left-rostralmiddlefrontal	16951.0	2.478	5867.0	0.13699999999999998
Left-superiorfrontal	23175.0	2.9939999999999998	6573.0	0.125
Left-superiorparietal	13151.0	2.396	4924.0	0.113
Left-superiortemporal	13344.0	2.925	3973.0	0.10099999999999999
Left-supramarginal	13519.0	2.7910000000000004	4158.0	0.114
Left-frontalpole	941.0	2.633	263.0	0.163
Left-temporalpole	1810.0	3.392	343.0	0.162
Left-transversetemporal	1449.0	3.07	394.0	0.102
Left-insula	7277.0	3.3369999999999997	2147.0	0.113
BrainSegVolNotVent	1088853.0	1088853.0	77023.4	1088853.0
eTIV	1489571.166021	1489571.166021	1088853.0	1489571.166021
