name	volume	thickness	area	meancurv
Left-bankssts	2727.0	2.668	1128.0	0.1
Left-caudalanteriorcingulate	2084.0	2.608	787.0	0.09699999999999999
Left-caudalmiddlefrontal	8015.0	2.6289999999999996	2751.0	0.11199999999999999
Left-cuneus	3203.0	2.092	1493.0	0.134
Left-entorhinal	3292.0	3.634	630.0	0.129
Left-fusiform	11481.0	2.6439999999999997	3797.0	0.121
Left-inferiorparietal	15993.0	2.5660000000000003	5812.0	0.126
Left-inferiortemporal	11878.0	2.549	4014.0	0.126
Left-isthmuscingulate	3080.0	2.259	1167.0	0.13
Left-lateraloccipital	12780.0	2.263	5132.0	0.136
Left-lateralorbitofrontal	8060.0	2.426	2984.0	0.124
Left-lingual	5218.0	2.137	2379.0	0.124
Left-medialorbitofrontal	6471.0	2.487	2325.0	0.11699999999999999
Left-middletemporal	12992.0	2.832	3822.0	0.133
Left-parahippocampal	2298.0	2.7310000000000003	716.0	0.09
Left-paracentral	4154.0	2.608	1491.0	0.098
Left-parsopercularis	5700.0	2.681	1852.0	0.12300000000000001
Left-parsorbitalis	2726.0	2.6260000000000003	754.0	0.14300000000000002
Left-parstriangularis	4573.0	2.525	1592.0	0.12
Left-pericalcarine	1665.0	1.8630000000000002	1012.0	0.129
Left-postcentral	12016.0	2.303	4681.0	0.11699999999999999
Left-posteriorcingulate	4074.0	2.6639999999999997	1419.0	0.133
Left-precentral	14975.0	2.627	5253.0	0.107
Left-precuneus	11557.0	2.517	4376.0	0.11800000000000001
Left-rostralanteriorcingulate	4310.0	2.787	1330.0	0.11599999999999999
Left-rostralmiddlefrontal	17177.0	2.305	6595.0	0.13
Left-superiorfrontal	25177.0	2.699	8256.0	0.115
Left-superiorparietal	16646.0	2.307	6544.0	0.12
Left-superiortemporal	13700.0	2.905	4091.0	0.10300000000000001
Left-supramarginal	14283.0	2.605	4875.0	0.11800000000000001
Left-frontalpole	1146.0	2.676	312.0	0.179
Left-temporalpole	2486.0	3.582	509.0	0.11900000000000001
Left-transversetemporal	1478.0	2.675	485.0	0.122
Left-insula	8927.0	3.029	2832.0	0.126
BrainSegVolNotVent	1282660.0	1282660.0	97190.5	1282660.0
eTIV	1728881.8254419998	1728881.8254419998	1282660.0	1728881.8254419998
