name	volume	thickness	area	meancurv
Left-bankssts	2580.0	2.69	1000.0	0.092
Left-caudalanteriorcingulate	2061.0	2.908	631.0	0.121
Left-caudalmiddlefrontal	6561.0	2.605	2343.0	0.113
Left-cuneus	2697.0	2.0340000000000003	1314.0	0.151
Left-entorhinal	2231.0	3.446	510.0	0.125
Left-fusiform	9164.0	2.786	2825.0	0.129
Left-inferiorparietal	8883.0	2.6010000000000004	3131.0	0.126
Left-inferiortemporal	10173.0	2.762	3198.0	0.127
Left-isthmuscingulate	2203.0	2.8169999999999997	743.0	0.11800000000000001
Left-lateraloccipital	12595.0	2.359	4920.0	0.151
Left-lateralorbitofrontal	7626.0	2.727	2520.0	0.145
Left-lingual	6384.0	2.347	2611.0	0.14800000000000002
Left-medialorbitofrontal	6091.0	2.802	1881.0	0.111
Left-middletemporal	9956.0	2.763	2809.0	0.125
Left-parahippocampal	2279.0	3.003	666.0	0.091
Left-paracentral	3770.0	2.502	1378.0	0.10400000000000001
Left-parsopercularis	4951.0	2.521	1765.0	0.121
Left-parsorbitalis	2271.0	2.673	594.0	0.136
Left-parstriangularis	4239.0	2.52	1423.0	0.126
Left-pericalcarine	1765.0	1.79	1127.0	0.122
Left-postcentral	9488.0	2.168	3891.0	0.10800000000000001
Left-posteriorcingulate	2726.0	2.948	841.0	0.14
Left-precentral	14742.0	2.69	4944.0	0.107
Left-precuneus	9349.0	2.5669999999999997	3427.0	0.129
Left-rostralanteriorcingulate	2644.0	3.142	776.0	0.11599999999999999
Left-rostralmiddlefrontal	15851.0	2.346	5943.0	0.139
Left-superiorfrontal	22171.0	2.8480000000000003	6699.0	0.122
Left-superiorparietal	13425.0	2.269	5357.0	0.13
Left-superiortemporal	11970.0	2.843	3617.0	0.111
Left-supramarginal	11898.0	2.654	3967.0	0.124
Left-frontalpole	984.0	2.638	254.0	0.174
Left-temporalpole	2796.0	3.8989999999999996	437.0	0.13
Left-transversetemporal	1465.0	2.786	454.0	0.11800000000000001
Left-insula	6500.0	3.082	2153.0	0.12300000000000001
BrainSegVolNotVent	1058891.0	1058891.0	80002.1	1058891.0
eTIV	1187048.694322	1187048.694322	1058891.0	1187048.694322
