name	volume	thickness	area	meancurv
Left-bankssts	2704.0	2.715	1043.0	0.092
Left-caudalanteriorcingulate	2237.0	2.524	801.0	0.153
Left-caudalmiddlefrontal	9281.0	2.69	3149.0	0.11800000000000001
Left-cuneus	3519.0	1.9869999999999999	1664.0	0.138
Left-entorhinal	2710.0	3.071	749.0	0.111
Left-fusiform	13986.0	2.753	4304.0	0.121
Left-inferiorparietal	14434.0	2.5860000000000003	4928.0	0.114
Left-inferiortemporal	11912.0	2.576	4072.0	0.121
Left-isthmuscingulate	2306.0	2.2769999999999997	941.0	0.131
Left-lateraloccipital	17000.0	2.307	6610.0	0.132
Left-lateralorbitofrontal	10140.0	2.592	3337.0	0.11900000000000001
Left-lingual	9453.0	2.332	3690.0	0.139
Left-medialorbitofrontal	5717.0	2.403	2092.0	0.11900000000000001
Left-middletemporal	13090.0	2.805	3644.0	0.136
Left-parahippocampal	2423.0	2.841	769.0	0.106
Left-paracentral	4084.0	2.5069999999999997	1520.0	0.098
Left-parsopercularis	6469.0	2.745	1988.0	0.11599999999999999
Left-parsorbitalis	3011.0	2.489	891.0	0.12300000000000001
Left-parstriangularis	4371.0	2.392	1561.0	0.10800000000000001
Left-pericalcarine	2042.0	1.703	1349.0	0.107
Left-postcentral	12296.0	2.306	4669.0	0.114
Left-posteriorcingulate	4174.0	2.496	1526.0	0.13699999999999998
Left-precentral	15909.0	2.7039999999999997	5321.0	0.102
Left-precuneus	11360.0	2.533	4193.0	0.12
Left-rostralanteriorcingulate	3715.0	2.738	1086.0	0.111
Left-rostralmiddlefrontal	21336.0	2.448	7471.0	0.128
Left-superiorfrontal	26561.0	2.76	8330.0	0.12
Left-superiorparietal	13686.0	2.373	5215.0	0.11699999999999999
Left-superiortemporal	16342.0	3.113	4402.0	0.1
Left-supramarginal	12403.0	2.6210000000000004	4113.0	0.12300000000000001
Left-frontalpole	1150.0	2.73	280.0	0.16899999999999998
Left-temporalpole	3512.0	3.679	661.0	0.139
Left-transversetemporal	1656.0	2.786	520.0	0.11900000000000001
Left-insula	9617.0	3.181	3021.0	0.115
BrainSegVolNotVent	1324428.0	1324428.0	99894.8	1324428.0
eTIV	1767706.388905	1767706.388905	1324428.0	1767706.388905
