name	volume	thickness	area	meancurv
Left-bankssts	2853.0	2.589	1066.0	0.107
Left-caudalanteriorcingulate	2380.0	2.89	723.0	0.131
Left-caudalmiddlefrontal	7239.0	2.617	2514.0	0.11599999999999999
Left-cuneus	3206.0	2.046	1509.0	0.145
Left-entorhinal	2965.0	3.4610000000000003	614.0	0.106
Left-fusiform	8662.0	2.6	2898.0	0.132
Left-inferiorparietal	10829.0	2.5660000000000003	3780.0	0.115
Left-inferiortemporal	11397.0	2.763	3378.0	0.11800000000000001
Left-isthmuscingulate	2561.0	2.378	965.0	0.11800000000000001
Left-lateraloccipital	11107.0	2.186	4622.0	0.13
Left-lateralorbitofrontal	7629.0	2.583	2606.0	0.129
Left-lingual	6404.0	2.089	2926.0	0.136
Left-medialorbitofrontal	5808.0	2.553	2057.0	0.129
Left-middletemporal	10198.0	2.6180000000000003	3150.0	0.12300000000000001
Left-parahippocampal	2447.0	2.991	724.0	0.113
Left-paracentral	3722.0	2.406	1402.0	0.10400000000000001
Left-parsopercularis	5124.0	2.7089999999999996	1662.0	0.122
Left-parsorbitalis	2315.0	2.739	642.0	0.152
Left-parstriangularis	3594.0	2.506	1236.0	0.125
Left-pericalcarine	1894.0	1.568	1356.0	0.149
Left-postcentral	8455.0	2.127	3537.0	0.107
Left-posteriorcingulate	3636.0	2.645	1306.0	0.133
Left-precentral	12705.0	2.6639999999999997	4327.0	0.107
Left-precuneus	11213.0	2.5639999999999996	4101.0	0.133
Left-rostralanteriorcingulate	3088.0	3.215	814.0	0.141
Left-rostralmiddlefrontal	15807.0	2.471	5436.0	0.141
Left-superiorfrontal	22855.0	2.762	7395.0	0.129
Left-superiorparietal	14511.0	2.41	5478.0	0.121
Left-superiortemporal	14804.0	2.9589999999999996	4336.0	0.113
Left-supramarginal	12792.0	2.7	4314.0	0.127
Left-frontalpole	1053.0	3.201	224.0	0.184
Left-temporalpole	2717.0	3.498	512.0	0.138
Left-transversetemporal	1665.0	2.7239999999999998	514.0	0.11800000000000001
Left-insula	6640.0	3.022	2183.0	0.11800000000000001
BrainSegVolNotVent	1126409.0	1126409.0	84294.0	1126409.0
eTIV	1186125.767314	1186125.767314	1126409.0	1186125.767314
