name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2422.0	2.404	887.0	0.153
Left-G&S_occipital_inf	3591.0	2.533	1266.0	0.139
Left-G&S_paracentral	3614.0	2.6	1131.0	0.113
Left-G&S_subcentral	4518.0	2.785	1380.0	0.13
Left-G&S_transv_frontopol	1942.0	2.66	544.0	0.156
Left-G&S_cingul-Ant	5050.0	2.8539999999999996	1588.0	0.139
Left-G&S_cingul-Mid-Ant	3354.0	2.852	1068.0	0.124
Left-G&S_cingul-Mid-Post	3638.0	2.864	1208.0	0.121
Left-G_cingul-Post-dorsal	2224.0	3.2769999999999997	560.0	0.162
Left-G_cingul-Post-ventral	738.0	2.688	218.0	0.149
Left-G_cuneus	3819.0	2.053	1640.0	0.157
Left-G_front_inf-Opercular	4347.0	2.949	1105.0	0.121
Left-G_front_inf-Orbital	1121.0	2.96	287.0	0.163
Left-G_front_inf-Triangul	2908.0	2.844	752.0	0.138
Left-G_front_middle	13771.0	2.8110000000000004	3699.0	0.149
Left-G_front_sup	20712.0	3.103	5184.0	0.136
Left-G_Ins_lg&S_cent_ins	1977.0	3.682	507.0	0.12
Left-G_insular_short	2748.0	3.676	549.0	0.11900000000000001
Left-G_occipital_middle	6186.0	2.7430000000000003	1707.0	0.14
Left-G_occipital_sup	3807.0	2.588	1245.0	0.139
Left-G_oc-temp_lat-fusifor	5325.0	2.845	1422.0	0.128
Left-G_oc-temp_med-Lingual	6207.0	2.272	2272.0	0.147
Left-G_oc-temp_med-Parahip	3141.0	3.055	734.0	0.092
Left-G_orbital	7501.0	2.9410000000000003	1819.0	0.13699999999999998
Left-G_pariet_inf-Angular	7193.0	2.842	2014.0	0.136
Left-G_pariet_inf-Supramar	6834.0	2.758	1947.0	0.139
Left-G_parietal_sup	8584.0	2.532	2660.0	0.133
Left-G_postcentral	3970.0	2.228	1421.0	0.122
Left-G_precentral	7340.0	3.0460000000000003	1827.0	0.11
Left-G_precuneus	8191.0	2.833	2208.0	0.129
Left-G_rectus	2444.0	2.535	699.0	0.147
Left-G_subcallosal	1981.0	2.89	632.0	0.10300000000000001
Left-G_temp_sup-G_T_transv	1169.0	2.654	322.0	0.11900000000000001
Left-G_temp_sup-Lateral	6197.0	2.9210000000000003	1545.0	0.128
Left-G_temp_sup-Plan_polar	2488.0	3.165	632.0	0.09300000000000001
Left-G_temp_sup-Plan_tempo	2025.0	2.735	696.0	0.077
Left-G_temporal_inf	10695.0	2.9339999999999997	2619.0	0.14
Left-G_temporal_middle	8859.0	2.97	2200.0	0.14300000000000002
Left-Lat_Fis-ant-Horizont	566.0	2.4090000000000003	238.0	0.09
Left-Lat_Fis-ant-Vertical	509.0	2.326	247.0	0.083
Left-Lat_Fis-post	1774.0	2.516	872.0	0.11900000000000001
Left-Pole_occipital	3911.0	2.14	1516.0	0.155
Left-Pole_temporal	5976.0	3.3339999999999996	1173.0	0.14300000000000002
Left-S_calcarine	3300.0	2.119	1785.0	0.11900000000000001
Left-S_central	3973.0	1.9469999999999998	2234.0	0.1
Left-S_cingul-Marginalis	1938.0	2.44	855.0	0.09300000000000001
Left-S_circular_insula_ant	1129.0	2.995	446.0	0.096
Left-S_circular_insula_inf	2827.0	2.9619999999999997	1158.0	0.092
Left-S_circular_insula_sup	2610.0	2.702	1206.0	0.102
Left-S_collat_transv_ant	1754.0	2.635	754.0	0.105
Left-S_collat_transv_post	875.0	2.204	497.0	0.122
Left-S_front_inf	4568.0	2.374	1947.0	0.10800000000000001
Left-S_front_middle	2619.0	2.474	1168.0	0.11900000000000001
Left-S_front_sup	5582.0	2.532	2337.0	0.111
Left-S_interm_prim-Jensen	376.0	2.7689999999999997	121.0	0.11800000000000001
Left-S_intrapariet&P_trans	6148.0	2.262	3053.0	0.10300000000000001
Left-S_oc_middle&Lunatus	1118.0	2.166	575.0	0.11800000000000001
Left-S_oc_sup&transversal	2585.0	2.355	1189.0	0.106
Left-S_occipital_ant	1224.0	2.439	567.0	0.10800000000000001
Left-S_oc-temp_lat	2125.0	2.5380000000000003	947.0	0.107
Left-S_oc-temp_med&Lingual	3882.0	2.539	1704.0	0.1
Left-S_orbital_lateral	784.0	2.332	380.0	0.12
Left-S_orbital_med-olfact	1313.0	2.53	613.0	0.10400000000000001
Left-S_orbital-H_Shaped	3169.0	2.656	1104.0	0.127
Left-S_parieto_occipital	4286.0	2.522	1860.0	0.114
Left-S_pericallosal	1686.0	1.689	1191.0	0.11900000000000001
Left-S_postcentral	4566.0	2.114	2199.0	0.10800000000000001
Left-S_precentral-inf-part	3418.0	2.5860000000000003	1408.0	0.106
Left-S_precentral-sup-part	2291.0	2.508	1027.0	0.107
Left-S_suborbital	1603.0	2.525	663.0	0.11900000000000001
Left-S_subparietal	2011.0	2.62	905.0	0.11199999999999999
Left-S_temporal_inf	3599.0	2.533	1657.0	0.10800000000000001
Left-S_temporal_sup	11275.0	2.541	4586.0	0.094
Left-S_temporal_transverse	749.0	2.883	323.0	0.11800000000000001
BrainSegVolNotVent	1264910.0	1264910.0	98695.1	1264910.0
eTIV	1678825.014059	1678825.014059	1264910.0	1678825.014059
