name	volume	thickness	area	meancurv
Left-bankssts	1664.0	2.542	701.0	0.08800000000000001
Left-caudalanteriorcingulate	1470.0	2.69	534.0	0.132
Left-caudalmiddlefrontal	6699.0	2.614	2365.0	0.12300000000000001
Left-cuneus	3102.0	2.0869999999999997	1391.0	0.127
Left-entorhinal	2712.0	3.65	499.0	0.134
Left-fusiform	10423.0	2.762	3408.0	0.128
Left-inferiorparietal	12056.0	2.574	4347.0	0.126
Left-inferiortemporal	11494.0	2.64	3759.0	0.135
Left-isthmuscingulate	1865.0	2.271	792.0	0.126
Left-lateraloccipital	13002.0	2.343	5117.0	0.132
Left-lateralorbitofrontal	6816.0	2.6630000000000003	2275.0	0.131
Left-lingual	6809.0	2.162	2924.0	0.136
Left-medialorbitofrontal	4711.0	2.57	1581.0	0.134
Left-middletemporal	8745.0	2.694	2768.0	0.132
Left-parahippocampal	2035.0	2.786	625.0	0.1
Left-paracentral	3457.0	2.572	1231.0	0.098
Left-parsopercularis	4658.0	2.503	1619.0	0.10800000000000001
Left-parsorbitalis	2058.0	2.838	571.0	0.158
Left-parstriangularis	3489.0	2.451	1265.0	0.121
Left-pericalcarine	2048.0	1.926	1167.0	0.133
Left-postcentral	9573.0	2.217	3771.0	0.114
Left-posteriorcingulate	3013.0	2.4090000000000003	1146.0	0.136
Left-precentral	11920.0	2.675	4173.0	0.10400000000000001
Left-precuneus	8788.0	2.519	3341.0	0.13
Left-rostralanteriorcingulate	2172.0	3.359	598.0	0.139
Left-rostralmiddlefrontal	12581.0	2.358	4728.0	0.139
Left-superiorfrontal	19901.0	2.716	6610.0	0.126
Left-superiorparietal	13018.0	2.349	5071.0	0.11699999999999999
Left-superiortemporal	11333.0	2.676	3673.0	0.105
Left-supramarginal	10160.0	2.511	3647.0	0.124
Left-frontalpole	975.0	2.9019999999999997	252.0	0.172
Left-temporalpole	2111.0	3.34	447.0	0.124
Left-transversetemporal	1708.0	2.67	533.0	0.11199999999999999
Left-insula	6539.0	3.0410000000000004	2191.0	0.115
BrainSegVolNotVent	1053666.0	1053666.0	79080.4	1053666.0
eTIV	1041570.907857	1041570.907857	1053666.0	1041570.907857
