name	volume	thickness	area	meancurv
Left-bankssts	3410.0	2.551	1359.0	0.107
Left-caudalanteriorcingulate	2036.0	2.525	724.0	0.134
Left-caudalmiddlefrontal	7347.0	2.592	2599.0	0.114
Left-cuneus	3949.0	2.221	1642.0	0.151
Left-entorhinal	3037.0	3.609	544.0	0.091
Left-fusiform	9133.0	2.759	3067.0	0.12
Left-inferiorparietal	14357.0	2.613	4985.0	0.131
Left-inferiortemporal	10780.0	2.57	3693.0	0.11900000000000001
Left-isthmuscingulate	2869.0	2.309	1151.0	0.122
Left-lateraloccipital	11741.0	2.211	4901.0	0.13
Left-lateralorbitofrontal	8638.0	2.52	3115.0	0.126
Left-lingual	6769.0	2.149	2881.0	0.129
Left-medialorbitofrontal	5725.0	2.459	2132.0	0.125
Left-middletemporal	14307.0	2.85	3982.0	0.13
Left-parahippocampal	2523.0	3.213	705.0	0.109
Left-paracentral	3522.0	2.454	1319.0	0.11699999999999999
Left-parsopercularis	4997.0	2.687	1618.0	0.11699999999999999
Left-parsorbitalis	2517.0	2.408	788.0	0.156
Left-parstriangularis	3373.0	2.303	1316.0	0.125
Left-pericalcarine	2574.0	1.9709999999999999	1499.0	0.129
Left-postcentral	9354.0	2.167	3951.0	0.114
Left-posteriorcingulate	3765.0	2.398	1441.0	0.15
Left-precentral	13080.0	2.6069999999999998	4637.0	0.109
Left-precuneus	9107.0	2.469	3480.0	0.127
Left-rostralanteriorcingulate	3891.0	2.7969999999999997	1189.0	0.145
Left-rostralmiddlefrontal	16592.0	2.285	6365.0	0.13699999999999998
Left-superiorfrontal	27315.0	2.6660000000000004	9107.0	0.127
Left-superiorparietal	12285.0	2.231	5040.0	0.125
Left-superiortemporal	12651.0	2.71	4073.0	0.096
Left-supramarginal	11683.0	2.6289999999999996	4031.0	0.128
Left-frontalpole	985.0	2.7430000000000003	283.0	0.147
Left-temporalpole	2104.0	3.3089999999999997	487.0	0.121
Left-transversetemporal	1073.0	2.752	372.0	0.113
Left-insula	7817.0	2.986	2588.0	0.11599999999999999
BrainSegVolNotVent	1194002.0	1194002.0	91056.2	1194002.0
eTIV	1438480.083057	1438480.083057	1194002.0	1438480.083057
