name	volume	thickness	area	meancurv
Left-bankssts	3452.0	2.679	1292.0	0.096
Left-caudalanteriorcingulate	2404.0	2.645	776.0	0.141
Left-caudalmiddlefrontal	6095.0	2.499	2212.0	0.113
Left-cuneus	3610.0	1.88	1774.0	0.14
Left-entorhinal	1876.0	3.214	458.0	0.11199999999999999
Left-fusiform	11504.0	2.807	3529.0	0.12
Left-inferiorparietal	16336.0	2.714	5491.0	0.121
Left-inferiortemporal	13549.0	2.7060000000000004	4082.0	0.11699999999999999
Left-isthmuscingulate	2509.0	2.475	928.0	0.124
Left-lateraloccipital	11871.0	2.281	4645.0	0.125
Left-lateralorbitofrontal	9008.0	2.5860000000000003	3018.0	0.132
Left-lingual	8266.0	2.367	3198.0	0.136
Left-medialorbitofrontal	5841.0	2.576	1947.0	0.132
Left-middletemporal	12413.0	2.753	3558.0	0.127
Left-parahippocampal	2726.0	3.221	727.0	0.08199999999999999
Left-paracentral	2983.0	2.41	1146.0	0.113
Left-parsopercularis	4891.0	2.722	1528.0	0.12
Left-parsorbitalis	2839.0	2.7030000000000003	752.0	0.134
Left-parstriangularis	4415.0	2.428	1531.0	0.127
Left-pericalcarine	2540.0	1.673	1702.0	0.121
Left-postcentral	9460.0	2.167	3783.0	0.111
Left-posteriorcingulate	3593.0	2.502	1321.0	0.136
Left-precentral	14810.0	2.7119999999999997	4882.0	0.10400000000000001
Left-precuneus	10254.0	2.533	3884.0	0.11900000000000001
Left-rostralanteriorcingulate	3576.0	2.8710000000000004	1070.0	0.131
Left-rostralmiddlefrontal	15792.0	2.423	5539.0	0.135
Left-superiorfrontal	25177.0	2.805	7766.0	0.124
Left-superiorparietal	15322.0	2.384	5767.0	0.122
Left-superiortemporal	13792.0	2.78	4393.0	0.11
Left-supramarginal	10843.0	2.661	3660.0	0.128
Left-frontalpole	1092.0	2.6180000000000003	299.0	0.149
Left-temporalpole	2489.0	3.097	539.0	0.135
Left-transversetemporal	1662.0	2.5839999999999996	553.0	0.091
Left-insula	8536.0	3.319	2457.0	0.11699999999999999
BrainSegVolNotVent	1196989.0	1196989.0	90208.2	1196989.0
eTIV	1377598.763074	1377598.763074	1196989.0	1377598.763074
