name	volume	thickness	area	meancurv
Left-bankssts	2863.0	2.617	1109.0	0.081
Left-caudalanteriorcingulate	2242.0	2.8760000000000003	680.0	0.136
Left-caudalmiddlefrontal	6051.0	2.589	2139.0	0.094
Left-cuneus	4331.0	2.15	1806.0	0.132
Left-entorhinal	1987.0	3.195	432.0	0.129
Left-fusiform	11277.0	2.7239999999999998	3494.0	0.13
Left-inferiorparietal	12901.0	2.58	4560.0	0.113
Left-inferiortemporal	10505.0	2.5839999999999996	3497.0	0.11699999999999999
Left-isthmuscingulate	2686.0	2.307	1092.0	0.131
Left-lateraloccipital	14558.0	2.347	5569.0	0.124
Left-lateralorbitofrontal	9630.0	2.665	3201.0	0.127
Left-lingual	9145.0	2.226	3728.0	0.12300000000000001
Left-medialorbitofrontal	5475.0	2.573	1942.0	0.11
Left-middletemporal	12675.0	2.7769999999999997	3547.0	0.128
Left-parahippocampal	1628.0	2.725	504.0	0.095
Left-paracentral	3865.0	2.72	1291.0	0.09699999999999999
Left-parsopercularis	5358.0	2.576	1793.0	0.106
Left-parsorbitalis	2985.0	2.6010000000000004	878.0	0.127
Left-parstriangularis	4401.0	2.3409999999999997	1683.0	0.11599999999999999
Left-pericalcarine	2608.0	1.67	1739.0	0.13
Left-postcentral	9654.0	2.194	3898.0	0.10400000000000001
Left-posteriorcingulate	3295.0	2.4659999999999997	1234.0	0.136
Left-precentral	13819.0	2.7260000000000004	4603.0	0.1
Left-precuneus	10751.0	2.5180000000000002	3936.0	0.11699999999999999
Left-rostralanteriorcingulate	2778.0	2.9160000000000004	827.0	0.113
Left-rostralmiddlefrontal	17699.0	2.3280000000000003	6630.0	0.129
Left-superiorfrontal	25000.0	2.847	7564.0	0.11900000000000001
Left-superiorparietal	17343.0	2.403	6599.0	0.11
Left-superiortemporal	14137.0	2.7969999999999997	4264.0	0.1
Left-supramarginal	12507.0	2.701	4159.0	0.111
Left-frontalpole	1180.0	3.112	280.0	0.17800000000000002
Left-temporalpole	2303.0	3.4619999999999997	444.0	0.138
Left-transversetemporal	1364.0	2.718	456.0	0.125
Left-insula	8259.0	3.1039999999999996	2635.0	0.11599999999999999
BrainSegVolNotVent	1247786.0	1247786.0	92204.8	1247786.0
eTIV	1354293.234785	1354293.234785	1247786.0	1354293.234785
