name	volume	thickness	area	meancurv
Left-G&S_frontomargin	1748.0	2.157	706.0	0.138
Left-G&S_occipital_inf	3448.0	2.4619999999999997	1221.0	0.151
Left-G&S_paracentral	2705.0	2.454	894.0	0.11
Left-G&S_subcentral	3253.0	2.798	985.0	0.14
Left-G&S_transv_frontopol	2258.0	2.7889999999999997	582.0	0.16699999999999998
Left-G&S_cingul-Ant	4462.0	2.767	1478.0	0.125
Left-G&S_cingul-Mid-Ant	2214.0	2.65	773.0	0.109
Left-G&S_cingul-Mid-Post	2479.0	2.6439999999999997	883.0	0.12
Left-G_cingul-Post-dorsal	1984.0	3.123	522.0	0.16
Left-G_cingul-Post-ventral	624.0	2.467	207.0	0.156
Left-G_cuneus	2865.0	1.922	1266.0	0.156
Left-G_front_inf-Opercular	3358.0	2.9530000000000003	849.0	0.131
Left-G_front_inf-Orbital	878.0	2.79	217.0	0.141
Left-G_front_inf-Triangul	3095.0	2.8510000000000004	780.0	0.142
Left-G_front_middle	9505.0	2.7460000000000004	2500.0	0.14
Left-G_front_sup	15773.0	2.89	4300.0	0.131
Left-G_Ins_lg&S_cent_ins	1420.0	3.4219999999999997	380.0	0.147
Left-G_insular_short	2204.0	3.861	405.0	0.11699999999999999
Left-G_occipital_middle	4255.0	2.855	1117.0	0.146
Left-G_occipital_sup	2279.0	2.323	870.0	0.141
Left-G_oc-temp_lat-fusifor	3519.0	2.8760000000000003	936.0	0.14300000000000002
Left-G_oc-temp_med-Lingual	5871.0	2.208	2240.0	0.151
Left-G_oc-temp_med-Parahip	3890.0	3.358	874.0	0.14300000000000002
Left-G_orbital	5526.0	2.758	1427.0	0.146
Left-G_pariet_inf-Angular	7071.0	2.886	1866.0	0.138
Left-G_pariet_inf-Supramar	7784.0	3.0010000000000003	2053.0	0.146
Left-G_parietal_sup	6816.0	2.4459999999999997	2179.0	0.127
Left-G_postcentral	4232.0	2.313	1430.0	0.134
Left-G_precentral	5677.0	2.873	1438.0	0.114
Left-G_precuneus	6603.0	2.6060000000000003	2012.0	0.13
Left-G_rectus	2280.0	2.525	644.0	0.128
Left-G_subcallosal	1416.0	2.384	576.0	0.133
Left-G_temp_sup-G_T_transv	1186.0	2.772	307.0	0.109
Left-G_temp_sup-Lateral	5284.0	3.139	1177.0	0.139
Left-G_temp_sup-Plan_polar	2094.0	3.826	469.0	0.081
Left-G_temp_sup-Plan_tempo	2318.0	3.005	699.0	0.08199999999999999
Left-G_temporal_inf	6851.0	2.8489999999999998	1778.0	0.151
Left-G_temporal_middle	7860.0	3.292	1671.0	0.142
Left-Lat_Fis-ant-Horizont	470.0	2.305	234.0	0.10099999999999999
Left-Lat_Fis-ant-Vertical	480.0	2.138	250.0	0.10400000000000001
Left-Lat_Fis-post	1595.0	2.906	743.0	0.111
Left-Pole_occipital	2554.0	1.9609999999999999	1158.0	0.154
Left-Pole_temporal	4463.0	3.091	981.0	0.14
Left-S_calcarine	2281.0	1.9480000000000002	1411.0	0.128
Left-S_central	3510.0	2.1	1916.0	0.10099999999999999
Left-S_cingul-Marginalis	1527.0	2.3930000000000002	748.0	0.10400000000000001
Left-S_circular_insula_ant	828.0	3.0	333.0	0.09
Left-S_circular_insula_inf	2117.0	3.1889999999999996	846.0	0.09300000000000001
Left-S_circular_insula_sup	2182.0	2.719	1004.0	0.102
Left-S_collat_transv_ant	1761.0	2.824	607.0	0.128
Left-S_collat_transv_post	681.0	2.309	358.0	0.135
Left-S_front_inf	2919.0	2.342	1338.0	0.113
Left-S_front_middle	2363.0	2.048	1147.0	0.124
Left-S_front_sup	4727.0	2.392	1971.0	0.10400000000000001
Left-S_interm_prim-Jensen	775.0	2.3819999999999997	388.0	0.095
Left-S_intrapariet&P_trans	4740.0	2.296	2259.0	0.109
Left-S_oc_middle&Lunatus	905.0	2.238	497.0	0.11199999999999999
Left-S_oc_sup&transversal	1485.0	2.392	718.0	0.10099999999999999
Left-S_occipital_ant	657.0	2.474	305.0	0.10400000000000001
Left-S_oc-temp_lat	1260.0	2.577	594.0	0.125
Left-S_oc-temp_med&Lingual	3150.0	2.6	1386.0	0.125
Left-S_orbital_lateral	638.0	2.512	241.0	0.153
Left-S_orbital_med-olfact	1068.0	2.456	504.0	0.11
Left-S_orbital-H_Shaped	2253.0	2.477	880.0	0.124
Left-S_parieto_occipital	3849.0	2.224	1978.0	0.11900000000000001
Left-S_pericallosal	1096.0	2.202	679.0	0.139
Left-S_postcentral	4415.0	2.37	2082.0	0.121
Left-S_precentral-inf-part	2995.0	2.7039999999999997	1203.0	0.12
Left-S_precentral-sup-part	1982.0	2.531	888.0	0.10099999999999999
Left-S_suborbital	834.0	2.25	420.0	0.10800000000000001
Left-S_subparietal	1615.0	2.428	749.0	0.11199999999999999
Left-S_temporal_inf	2701.0	2.639	1238.0	0.121
Left-S_temporal_sup	9642.0	2.5669999999999997	4013.0	0.10300000000000001
Left-S_temporal_transverse	646.0	2.3569999999999998	336.0	0.109
BrainSegVolNotVent	1045706.0	1045706.0	81108.2	1045706.0
eTIV	1293806.7876	1293806.7876	1045706.0	1293806.7876
