name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2112.0	2.4730000000000003	725.0	0.129
Left-G&S_occipital_inf	3345.0	2.752	1103.0	0.134
Left-G&S_paracentral	3945.0	2.985	976.0	0.084
Left-G&S_subcentral	3528.0	3.063	1027.0	0.126
Left-G&S_transv_frontopol	1902.0	2.489	612.0	0.146
Left-G&S_cingul-Ant	5342.0	3.055	1635.0	0.11699999999999999
Left-G&S_cingul-Mid-Ant	2334.0	2.858	794.0	0.094
Left-G&S_cingul-Mid-Post	2990.0	2.793	993.0	0.121
Left-G_cingul-Post-dorsal	1753.0	3.178	408.0	0.139
Left-G_cingul-Post-ventral	741.0	2.675	215.0	0.133
Left-G_cuneus	3443.0	2.072	1474.0	0.157
Left-G_front_inf-Opercular	4216.0	3.198	963.0	0.125
Left-G_front_inf-Orbital	1370.0	3.182	294.0	0.162
Left-G_front_inf-Triangul	2363.0	2.805	625.0	0.129
Left-G_front_middle	10714.0	2.812	2916.0	0.138
Left-G_front_sup	19525.0	2.951	5288.0	0.127
Left-G_Ins_lg&S_cent_ins	1944.0	3.515	505.0	0.11900000000000001
Left-G_insular_short	2590.0	3.847	487.0	0.115
Left-G_occipital_middle	5930.0	2.81	1583.0	0.14
Left-G_occipital_sup	2777.0	2.498	949.0	0.136
Left-G_oc-temp_lat-fusifor	5454.0	2.938	1462.0	0.127
Left-G_oc-temp_med-Lingual	4293.0	2.1919999999999997	1801.0	0.175
Left-G_oc-temp_med-Parahip	4643.0	3.227	1045.0	0.12300000000000001
Left-G_orbital	7100.0	2.8819999999999997	1816.0	0.156
Left-G_pariet_inf-Angular	6562.0	2.8960000000000004	1703.0	0.131
Left-G_pariet_inf-Supramar	8597.0	2.905	2356.0	0.136
Left-G_parietal_sup	5988.0	2.7110000000000003	1685.0	0.114
Left-G_postcentral	4357.0	2.4859999999999998	1370.0	0.109
Left-G_precentral	7288.0	3.261	1702.0	0.105
Left-G_precuneus	6952.0	2.8510000000000004	1882.0	0.139
Left-G_rectus	2861.0	2.764	765.0	0.161
Left-G_subcallosal	912.0	3.125	293.0	0.13
Left-G_temp_sup-G_T_transv	1258.0	3.028	336.0	0.136
Left-G_temp_sup-Lateral	6553.0	3.3989999999999996	1276.0	0.135
Left-G_temp_sup-Plan_polar	2296.0	3.779	506.0	0.06
Left-G_temp_sup-Plan_tempo	2447.0	3.157	734.0	0.09
Left-G_temporal_inf	7664.0	3.085	1783.0	0.134
Left-G_temporal_middle	7610.0	3.207	1638.0	0.134
Left-Lat_Fis-ant-Horizont	579.0	2.575	250.0	0.098
Left-Lat_Fis-ant-Vertical	552.0	2.445	276.0	0.08900000000000001
Left-Lat_Fis-post	1758.0	2.872	764.0	0.105
Left-Pole_occipital	3988.0	2.354	1458.0	0.141
Left-Pole_temporal	6142.0	3.475	1186.0	0.14
Left-S_calcarine	2944.0	2.026	1685.0	0.124
Left-S_central	4729.0	2.349	2287.0	0.08900000000000001
Left-S_cingul-Marginalis	1640.0	2.352	775.0	0.09
Left-S_circular_insula_ant	1014.0	3.1689999999999996	371.0	0.091
Left-S_circular_insula_inf	2661.0	3.2310000000000003	1019.0	0.083
Left-S_circular_insula_sup	2556.0	2.766	1135.0	0.092
Left-S_collat_transv_ant	2284.0	2.459	968.0	0.09300000000000001
Left-S_collat_transv_post	658.0	2.577	318.0	0.125
Left-S_front_inf	3042.0	2.594	1168.0	0.109
Left-S_front_middle	1859.0	2.4619999999999997	795.0	0.106
Left-S_front_sup	4962.0	2.608	2013.0	0.10400000000000001
Left-S_interm_prim-Jensen	512.0	2.605	180.0	0.052000000000000005
Left-S_intrapariet&P_trans	4526.0	2.325	2197.0	0.10400000000000001
Left-S_oc_middle&Lunatus	1775.0	2.3080000000000003	901.0	0.099
Left-S_oc_sup&transversal	2251.0	2.516	1037.0	0.09699999999999999
Left-S_occipital_ant	1484.0	2.59	656.0	0.105
Left-S_oc-temp_lat	2058.0	2.638	793.0	0.095
Left-S_oc-temp_med&Lingual	2815.0	2.533	1245.0	0.107
Left-S_orbital_lateral	482.0	2.204	235.0	0.098
Left-S_orbital_med-olfact	1198.0	2.5180000000000002	559.0	0.125
Left-S_orbital-H_Shaped	2951.0	2.681	1066.0	0.126
Left-S_parieto_occipital	3656.0	2.608	1559.0	0.099
Left-S_pericallosal	1232.0	2.166	798.0	0.121
Left-S_postcentral	3768.0	2.342	1695.0	0.111
Left-S_precentral-inf-part	2788.0	2.863	1105.0	0.08800000000000001
Left-S_precentral-sup-part	2090.0	2.609	889.0	0.08900000000000001
Left-S_suborbital	1061.0	2.695	478.0	0.109
Left-S_subparietal	1447.0	2.614	657.0	0.115
Left-S_temporal_inf	2366.0	2.679	1007.0	0.099
Left-S_temporal_sup	11046.0	2.705	4300.0	0.099
Left-S_temporal_transverse	499.0	2.888	198.0	0.11
BrainSegVolNotVent	1188271.0	1188271.0	85748.1	1188271.0
eTIV	1308183.182692	1308183.182692	1188271.0	1308183.182692
