name	volume	thickness	area	meancurv
Left-bankssts	2542.0	2.451	1068.0	0.111
Left-caudalanteriorcingulate	1844.0	2.474	631.0	0.14300000000000002
Left-caudalmiddlefrontal	6119.0	2.638	2103.0	0.114
Left-cuneus	2860.0	1.952	1425.0	0.146
Left-entorhinal	2355.0	3.702	445.0	0.11599999999999999
Left-fusiform	9661.0	2.685	3088.0	0.131
Left-inferiorparietal	10837.0	2.367	4155.0	0.124
Left-inferiortemporal	9361.0	2.773	2958.0	0.128
Left-isthmuscingulate	2289.0	2.195	934.0	0.131
Left-lateraloccipital	12471.0	2.2969999999999997	5052.0	0.133
Left-lateralorbitofrontal	7427.0	2.582	2507.0	0.145
Left-lingual	6254.0	2.1319999999999997	2766.0	0.13699999999999998
Left-medialorbitofrontal	4782.0	2.468	1715.0	0.11900000000000001
Left-middletemporal	10279.0	2.7760000000000002	2999.0	0.125
Left-parahippocampal	2274.0	2.858	659.0	0.094
Left-paracentral	3570.0	2.521	1272.0	0.10800000000000001
Left-parsopercularis	4656.0	2.474	1661.0	0.113
Left-parsorbitalis	2144.0	2.5669999999999997	642.0	0.15
Left-parstriangularis	3528.0	2.46	1238.0	0.115
Left-pericalcarine	1723.0	1.8259999999999998	1113.0	0.13699999999999998
Left-postcentral	8791.0	2.149	3588.0	0.109
Left-posteriorcingulate	3477.0	2.487	1216.0	0.145
Left-precentral	11571.0	2.678	3942.0	0.11
Left-precuneus	9574.0	2.4859999999999998	3678.0	0.131
Left-rostralanteriorcingulate	2662.0	2.8480000000000003	746.0	0.138
Left-rostralmiddlefrontal	14092.0	2.353	5165.0	0.133
Left-superiorfrontal	20905.0	2.727	6551.0	0.129
Left-superiorparietal	12680.0	2.237	4978.0	0.115
Left-superiortemporal	12621.0	2.787	3975.0	0.113
Left-supramarginal	12249.0	2.513	4272.0	0.124
Left-frontalpole	891.0	2.565	267.0	0.17600000000000002
Left-temporalpole	2364.0	3.682	430.0	0.12
Left-transversetemporal	1239.0	2.541	444.0	0.132
Left-insula	7688.0	2.998	2518.0	0.109
BrainSegVolNotVent	1065029.0	1065029.0	80182.9	1065029.0
eTIV	1275646.579865	1275646.579865	1065029.0	1275646.579865
