name	volume	thickness	area	meancurv
Left-bankssts	2411.0	2.842	875.0	0.091
Left-caudalanteriorcingulate	2630.0	2.6519999999999997	833.0	0.13
Left-caudalmiddlefrontal	6926.0	2.56	2446.0	0.11199999999999999
Left-cuneus	2800.0	1.7169999999999999	1528.0	0.139
Left-entorhinal	2157.0	3.267	495.0	0.115
Left-fusiform	9223.0	2.793	2860.0	0.125
Left-inferiorparietal	12973.0	2.541	4756.0	0.127
Left-inferiortemporal	10432.0	2.6460000000000004	3388.0	0.133
Left-isthmuscingulate	2679.0	2.594	971.0	0.14
Left-lateraloccipital	12052.0	2.22	5016.0	0.136
Left-lateralorbitofrontal	8010.0	2.688	2596.0	0.131
Left-lingual	6848.0	2.101	3065.0	0.13699999999999998
Left-medialorbitofrontal	5536.0	2.437	2015.0	0.121
Left-middletemporal	11578.0	2.8710000000000004	3298.0	0.128
Left-parahippocampal	2016.0	2.76	623.0	0.096
Left-paracentral	3938.0	2.588	1422.0	0.10300000000000001
Left-parsopercularis	4185.0	2.685	1391.0	0.114
Left-parsorbitalis	2848.0	2.7760000000000002	748.0	0.126
Left-parstriangularis	3258.0	2.563	1114.0	0.128
Left-pericalcarine	1733.0	1.5090000000000001	1265.0	0.136
Left-postcentral	11603.0	2.17	4714.0	0.115
Left-posteriorcingulate	3604.0	2.504	1324.0	0.135
Left-precentral	15025.0	2.6510000000000002	5121.0	0.107
Left-precuneus	10159.0	2.496	3856.0	0.125
Left-rostralanteriorcingulate	3460.0	2.6639999999999997	1105.0	0.141
Left-rostralmiddlefrontal	16937.0	2.458	5927.0	0.13
Left-superiorfrontal	25990.0	2.8510000000000004	8039.0	0.126
Left-superiorparietal	13933.0	2.355	5490.0	0.12300000000000001
Left-superiortemporal	12287.0	2.886	3661.0	0.099
Left-supramarginal	10992.0	2.6510000000000002	3775.0	0.125
Left-frontalpole	971.0	2.739	259.0	0.163
Left-temporalpole	2371.0	3.491	473.0	0.134
Left-transversetemporal	1006.0	2.54	368.0	0.10800000000000001
Left-insula	7165.0	2.952	2307.0	0.111
BrainSegVolNotVent	1177150.0	1177150.0	87114.7	1177150.0
eTIV	1545884.798646	1545884.798646	1177150.0	1545884.798646
