name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2517.0	2.426	928.0	0.15
Left-G&S_occipital_inf	3067.0	2.6430000000000002	1049.0	0.12300000000000001
Left-G&S_paracentral	3038.0	2.59	927.0	0.094
Left-G&S_subcentral	3194.0	2.74	1031.0	0.126
Left-G&S_transv_frontopol	1637.0	2.931	402.0	0.14800000000000002
Left-G&S_cingul-Ant	4280.0	2.7910000000000004	1425.0	0.129
Left-G&S_cingul-Mid-Ant	2410.0	2.7319999999999998	859.0	0.11800000000000001
Left-G&S_cingul-Mid-Post	2440.0	2.637	904.0	0.115
Left-G_cingul-Post-dorsal	1817.0	3.2119999999999997	448.0	0.157
Left-G_cingul-Post-ventral	616.0	2.515	206.0	0.12300000000000001
Left-G_cuneus	2720.0	1.912	1266.0	0.145
Left-G_front_inf-Opercular	3288.0	2.823	898.0	0.134
Left-G_front_inf-Orbital	1524.0	2.897	364.0	0.155
Left-G_front_inf-Triangul	2551.0	2.5810000000000004	769.0	0.152
Left-G_front_middle	9265.0	2.695	2605.0	0.139
Left-G_front_sup	17058.0	2.8160000000000003	4770.0	0.131
Left-G_Ins_lg&S_cent_ins	1558.0	3.532	404.0	0.138
Left-G_insular_short	2146.0	3.582	426.0	0.125
Left-G_occipital_middle	6338.0	2.702	1811.0	0.149
Left-G_occipital_sup	2618.0	2.25	984.0	0.136
Left-G_oc-temp_lat-fusifor	4942.0	2.951	1384.0	0.154
Left-G_oc-temp_med-Lingual	5848.0	2.319	2168.0	0.14400000000000002
Left-G_oc-temp_med-Parahip	3924.0	3.3810000000000002	827.0	0.124
Left-G_orbital	5780.0	2.7889999999999997	1492.0	0.141
Left-G_pariet_inf-Angular	5610.0	2.7510000000000003	1543.0	0.14300000000000002
Left-G_pariet_inf-Supramar	6023.0	2.773	1761.0	0.138
Left-G_parietal_sup	5257.0	2.281	1878.0	0.121
Left-G_postcentral	4031.0	2.235	1489.0	0.127
Left-G_precentral	6190.0	2.925	1635.0	0.113
Left-G_precuneus	6818.0	2.528	2180.0	0.11800000000000001
Left-G_rectus	2298.0	2.6910000000000003	615.0	0.14
Left-G_subcallosal	1463.0	2.759	507.0	0.102
Left-G_temp_sup-G_T_transv	1071.0	2.88	271.0	0.113
Left-G_temp_sup-Lateral	6034.0	3.1460000000000004	1334.0	0.128
Left-G_temp_sup-Plan_polar	1669.0	3.179	449.0	0.07400000000000001
Left-G_temp_sup-Plan_tempo	2558.0	2.8139999999999996	814.0	0.09699999999999999
Left-G_temporal_inf	5197.0	2.898	1291.0	0.155
Left-G_temporal_middle	5502.0	2.947	1275.0	0.14
Left-Lat_Fis-ant-Horizont	420.0	2.141	218.0	0.087
Left-Lat_Fis-ant-Vertical	456.0	2.222	219.0	0.109
Left-Lat_Fis-post	1456.0	2.528	720.0	0.105
Left-Pole_occipital	4169.0	2.165	1669.0	0.128
Left-Pole_temporal	5311.0	3.397	1006.0	0.15
Left-S_calcarine	3366.0	2.075	1896.0	0.121
Left-S_central	3453.0	2.129	1783.0	0.09
Left-S_cingul-Marginalis	1652.0	2.255	780.0	0.081
Left-S_circular_insula_ant	975.0	2.838	401.0	0.081
Left-S_circular_insula_inf	2106.0	2.918	887.0	0.09300000000000001
Left-S_circular_insula_sup	2398.0	2.592	1133.0	0.1
Left-S_collat_transv_ant	1275.0	2.531	596.0	0.098
Left-S_collat_transv_post	604.0	2.201	302.0	0.11900000000000001
Left-S_front_inf	3454.0	2.339	1521.0	0.105
Left-S_front_middle	1672.0	2.096	824.0	0.105
Left-S_front_sup	4274.0	2.417	1806.0	0.09699999999999999
Left-S_interm_prim-Jensen	774.0	2.202	423.0	0.099
Left-S_intrapariet&P_trans	3791.0	2.261	1851.0	0.102
Left-S_oc_middle&Lunatus	2264.0	2.339	1111.0	0.115
Left-S_oc_sup&transversal	1322.0	2.221	654.0	0.1
Left-S_occipital_ant	980.0	2.349	453.0	0.129
Left-S_oc-temp_lat	1385.0	2.535	596.0	0.11199999999999999
Left-S_oc-temp_med&Lingual	3074.0	2.59	1319.0	0.113
Left-S_orbital_lateral	399.0	1.9769999999999999	235.0	0.11199999999999999
Left-S_orbital_med-olfact	904.0	2.175	449.0	0.113
Left-S_orbital-H_Shaped	2439.0	2.565	898.0	0.114
Left-S_parieto_occipital	2627.0	2.218	1264.0	0.098
Left-S_pericallosal	1521.0	2.195	908.0	0.114
Left-S_postcentral	3724.0	2.23	1808.0	0.106
Left-S_precentral-inf-part	2641.0	2.605	1107.0	0.107
Left-S_precentral-sup-part	1879.0	2.347	903.0	0.08900000000000001
Left-S_suborbital	896.0	2.286	467.0	0.136
Left-S_subparietal	1627.0	2.3169999999999997	791.0	0.126
Left-S_temporal_inf	2223.0	2.5580000000000003	977.0	0.11599999999999999
Left-S_temporal_sup	8316.0	2.407	3702.0	0.1
Left-S_temporal_transverse	635.0	2.5140000000000002	295.0	0.11199999999999999
BrainSegVolNotVent	1063668.0	1063668.0	81364.5	1063668.0
eTIV	1294870.7027959998	1294870.7027959998	1063668.0	1294870.7027959998
