name	volume	thickness	area	meancurv
Left-bankssts	3930.0	2.6660000000000004	1423.0	0.105
Left-caudalanteriorcingulate	1792.0	3.0439999999999996	558.0	0.152
Left-caudalmiddlefrontal	6701.0	2.5660000000000003	2411.0	0.11800000000000001
Left-cuneus	3356.0	1.984	1632.0	0.156
Left-entorhinal	1630.0	2.9210000000000003	421.0	0.138
Left-fusiform	9480.0	2.792	2993.0	0.131
Left-inferiorparietal	11870.0	2.517	4421.0	0.121
Left-inferiortemporal	11213.0	2.708	3585.0	0.13
Left-isthmuscingulate	2626.0	2.344	1038.0	0.136
Left-lateraloccipital	12702.0	2.241	5176.0	0.142
Left-lateralorbitofrontal	8645.0	2.7769999999999997	2713.0	0.135
Left-lingual	7868.0	2.162	3241.0	0.14300000000000002
Left-medialorbitofrontal	5952.0	2.843	1932.0	0.13
Left-middletemporal	13012.0	2.745	3854.0	0.13
Left-parahippocampal	2164.0	2.7889999999999997	656.0	0.095
Left-paracentral	3574.0	2.6910000000000003	1187.0	0.109
Left-parsopercularis	4652.0	2.5860000000000003	1565.0	0.115
Left-parsorbitalis	2566.0	2.694	700.0	0.146
Left-parstriangularis	3813.0	2.565	1274.0	0.122
Left-pericalcarine	1894.0	1.71	1257.0	0.132
Left-postcentral	10106.0	2.146	4276.0	0.121
Left-posteriorcingulate	2750.0	2.452	1033.0	0.133
Left-precentral	14396.0	2.657	4956.0	0.114
Left-precuneus	10243.0	2.4659999999999997	3882.0	0.11900000000000001
Left-rostralanteriorcingulate	2829.0	2.805	883.0	0.133
Left-rostralmiddlefrontal	13777.0	2.369	5064.0	0.14300000000000002
Left-superiorfrontal	21000.0	2.74	6726.0	0.132
Left-superiorparietal	13935.0	2.27	5485.0	0.127
Left-superiortemporal	13100.0	2.727	4160.0	0.11199999999999999
Left-supramarginal	11216.0	2.5660000000000003	3942.0	0.13
Left-frontalpole	908.0	2.8680000000000003	237.0	0.165
Left-temporalpole	1890.0	3.109	447.0	0.163
Left-transversetemporal	1158.0	2.84	388.0	0.111
Left-insula	7399.0	3.187	2313.0	0.12300000000000001
BrainSegVolNotVent	1085378.0	1085378.0	85802.2	1085378.0
eTIV	1448329.281742	1448329.281742	1085378.0	1448329.281742
