name	volume	thickness	area	meancurv
Left-G&S_frontomargin	1754.0	2.251	660.0	0.153
Left-G&S_occipital_inf	1921.0	2.187	813.0	0.133
Left-G&S_paracentral	2456.0	2.145	1019.0	0.131
Left-G&S_subcentral	2841.0	2.503	994.0	0.15
Left-G&S_transv_frontopol	1698.0	3.197	378.0	0.203
Left-G&S_cingul-Ant	4737.0	2.401	1737.0	0.135
Left-G&S_cingul-Mid-Ant	2480.0	2.379	966.0	0.133
Left-G&S_cingul-Mid-Post	2781.0	2.415	1029.0	0.14300000000000002
Left-G_cingul-Post-dorsal	1305.0	3.029	348.0	0.161
Left-G_cingul-Post-ventral	560.0	2.464	180.0	0.149
Left-G_cuneus	2335.0	1.83	1219.0	0.171
Left-G_front_inf-Opercular	3319.0	2.59	973.0	0.135
Left-G_front_inf-Orbital	918.0	2.461	265.0	0.151
Left-G_front_inf-Triangul	2332.0	2.365	790.0	0.168
Left-G_front_middle	8631.0	2.353	2669.0	0.159
Left-G_front_sup	15397.0	2.545	4617.0	0.149
Left-G_Ins_lg&S_cent_ins	1436.0	3.324	406.0	0.151
Left-G_insular_short	2415.0	3.318	565.0	0.14800000000000002
Left-G_occipital_middle	3222.0	2.228	1168.0	0.145
Left-G_occipital_sup	2229.0	2.185	872.0	0.134
Left-G_oc-temp_lat-fusifor	3364.0	2.698	946.0	0.16399999999999998
Left-G_oc-temp_med-Lingual	3101.0	1.837	1535.0	0.163
Left-G_oc-temp_med-Parahip	3449.0	3.042	873.0	0.135
Left-G_orbital	5236.0	2.716	1417.0	0.163
Left-G_pariet_inf-Angular	6511.0	2.458	2004.0	0.152
Left-G_pariet_inf-Supramar	4702.0	2.4819999999999998	1505.0	0.141
Left-G_parietal_sup	4736.0	2.095	1846.0	0.142
Left-G_postcentral	4124.0	2.037	1643.0	0.147
Left-G_precentral	5144.0	2.33	1722.0	0.131
Left-G_precuneus	4331.0	2.275	1520.0	0.14400000000000002
Left-G_rectus	2100.0	2.447	582.0	0.134
Left-G_subcallosal	1041.0	2.665	363.0	0.094
Left-G_temp_sup-G_T_transv	997.0	2.2319999999999998	361.0	0.10300000000000001
Left-G_temp_sup-Lateral	5837.0	2.931	1400.0	0.154
Left-G_temp_sup-Plan_polar	1931.0	3.2760000000000002	467.0	0.099
Left-G_temp_sup-Plan_tempo	1547.0	2.294	569.0	0.10400000000000001
Left-G_temporal_inf	6574.0	2.6660000000000004	1818.0	0.159
Left-G_temporal_middle	6664.0	2.638	1900.0	0.158
Left-Lat_Fis-ant-Horizont	318.0	1.966	184.0	0.095
Left-Lat_Fis-ant-Vertical	382.0	2.0540000000000003	193.0	0.105
Left-Lat_Fis-post	1165.0	2.238	657.0	0.10800000000000001
Left-Pole_occipital	2473.0	1.886	1176.0	0.14
Left-Pole_temporal	5792.0	2.985	1341.0	0.166
Left-S_calcarine	2226.0	1.943	1312.0	0.133
Left-S_central	3903.0	1.8430000000000002	2333.0	0.1
Left-S_cingul-Marginalis	1340.0	2.0580000000000003	739.0	0.122
Left-S_circular_insula_ant	757.0	2.497	357.0	0.098
Left-S_circular_insula_inf	2103.0	2.505	916.0	0.083
Left-S_circular_insula_sup	2307.0	2.5610000000000004	1101.0	0.114
Left-S_collat_transv_ant	1356.0	2.2880000000000003	657.0	0.114
Left-S_collat_transv_post	360.0	1.995	232.0	0.136
Left-S_front_inf	2444.0	2.013	1289.0	0.126
Left-S_front_middle	1675.0	1.848	888.0	0.133
Left-S_front_sup	4572.0	2.052	2128.0	0.11900000000000001
Left-S_interm_prim-Jensen	308.0	2.074	152.0	0.12300000000000001
Left-S_intrapariet&P_trans	3283.0	2.069	1711.0	0.11900000000000001
Left-S_oc_middle&Lunatus	1242.0	2.319	580.0	0.145
Left-S_oc_sup&transversal	1442.0	1.935	856.0	0.145
Left-S_occipital_ant	893.0	2.336	401.0	0.122
Left-S_oc-temp_lat	1309.0	2.4619999999999997	569.0	0.128
Left-S_oc-temp_med&Lingual	2632.0	2.385	1219.0	0.135
Left-S_orbital_lateral	383.0	2.131	204.0	0.155
Left-S_orbital_med-olfact	1009.0	2.353	460.0	0.10800000000000001
Left-S_orbital-H_Shaped	2215.0	2.747	799.0	0.129
Left-S_parieto_occipital	2029.0	2.114	1030.0	0.111
Left-S_pericallosal	1340.0	2.002	861.0	0.13
Left-S_postcentral	3476.0	2.015	1836.0	0.11599999999999999
Left-S_precentral-inf-part	2292.0	2.141	1108.0	0.098
Left-S_precentral-sup-part	1758.0	2.015	934.0	0.12300000000000001
Left-S_suborbital	935.0	2.549	430.0	0.127
Left-S_subparietal	901.0	2.273	453.0	0.10800000000000001
Left-S_temporal_inf	2251.0	2.295	1161.0	0.122
Left-S_temporal_sup	9289.0	2.255	4293.0	0.11599999999999999
Left-S_temporal_transverse	469.0	2.081	268.0	0.11199999999999999
BrainSegVolNotVent	990010.0	990010.0	78965.3	990010.0
eTIV	1265525.6763040002	1265525.6763040002	990010.0	1265525.6763040002
