name	volume	thickness	area	meancurv
Left-bankssts	2463.0	2.623	955.0	0.109
Left-caudalanteriorcingulate	2475.0	3.2310000000000003	756.0	0.136
Left-caudalmiddlefrontal	7067.0	2.5669999999999997	2496.0	0.11699999999999999
Left-cuneus	3444.0	1.9069999999999998	1758.0	0.146
Left-entorhinal	2698.0	3.41	602.0	0.139
Left-fusiform	12794.0	2.695	3978.0	0.129
Left-inferiorparietal	14341.0	2.549	5134.0	0.126
Left-inferiortemporal	14176.0	2.7110000000000003	4351.0	0.134
Left-isthmuscingulate	3854.0	2.302	1511.0	0.132
Left-lateraloccipital	14419.0	2.094	6506.0	0.134
Left-lateralorbitofrontal	9600.0	2.57	3310.0	0.131
Left-lingual	7739.0	2.02	3584.0	0.133
Left-medialorbitofrontal	5767.0	2.417	2090.0	0.134
Left-middletemporal	12868.0	2.79	3764.0	0.128
Left-parahippocampal	2280.0	2.5069999999999997	821.0	0.08
Left-paracentral	4801.0	2.6519999999999997	1561.0	0.11199999999999999
Left-parsopercularis	6109.0	2.477	2177.0	0.12
Left-parsorbitalis	3059.0	2.4530000000000003	928.0	0.154
Left-parstriangularis	5992.0	2.498	2042.0	0.13699999999999998
Left-pericalcarine	2500.0	1.632	1656.0	0.145
Left-postcentral	10841.0	2.1719999999999997	4444.0	0.11599999999999999
Left-posteriorcingulate	3309.0	2.497	1225.0	0.131
Left-precentral	15308.0	2.681	5183.0	0.1
Left-precuneus	12676.0	2.381	4945.0	0.125
Left-rostralanteriorcingulate	3538.0	2.865	1039.0	0.126
Left-rostralmiddlefrontal	19187.0	2.349	7290.0	0.141
Left-superiorfrontal	28639.0	2.7760000000000002	9007.0	0.12300000000000001
Left-superiorparietal	16714.0	2.22	6946.0	0.126
Left-superiortemporal	15326.0	2.909	4631.0	0.11599999999999999
Left-supramarginal	13188.0	2.6639999999999997	4505.0	0.132
Left-frontalpole	1379.0	2.963	331.0	0.187
Left-temporalpole	1986.0	2.6439999999999997	546.0	0.14400000000000002
Left-transversetemporal	1646.0	2.61	549.0	0.11
Left-insula	9511.0	3.0389999999999997	3130.0	0.127
BrainSegVolNotVent	1324301.0	1324301.0	103732.0	1324301.0
eTIV	1600616.506302	1600616.506302	1324301.0	1600616.506302
