name	volume	thickness	area	meancurv
Left-bankssts	3173.0	2.6189999999999998	1209.0	0.10800000000000001
Left-caudalanteriorcingulate	1552.0	2.792	511.0	0.114
Left-caudalmiddlefrontal	6666.0	2.457	2404.0	0.11800000000000001
Left-cuneus	4039.0	2.05	1803.0	0.145
Left-entorhinal	1824.0	3.2460000000000004	430.0	0.126
Left-fusiform	9643.0	2.699	3045.0	0.13699999999999998
Left-inferiorparietal	14561.0	2.6	4927.0	0.11599999999999999
Left-inferiortemporal	10568.0	2.5860000000000003	3427.0	0.121
Left-isthmuscingulate	3216.0	2.378	1224.0	0.126
Left-lateraloccipital	12419.0	2.302	4850.0	0.135
Left-lateralorbitofrontal	9306.0	2.53	3168.0	0.141
Left-lingual	7515.0	2.27	3107.0	0.135
Left-medialorbitofrontal	5941.0	2.396	2043.0	0.11699999999999999
Left-middletemporal	12367.0	2.915	3342.0	0.107
Left-parahippocampal	2464.0	3.002	702.0	0.09300000000000001
Left-paracentral	4134.0	2.439	1568.0	0.09300000000000001
Left-parsopercularis	5409.0	2.699	1772.0	0.109
Left-parsorbitalis	2978.0	2.653	800.0	0.127
Left-parstriangularis	3679.0	2.536	1284.0	0.11599999999999999
Left-pericalcarine	2266.0	1.6669999999999998	1527.0	0.12
Left-postcentral	10004.0	2.042	4392.0	0.106
Left-posteriorcingulate	4247.0	2.571	1519.0	0.134
Left-precentral	14010.0	2.713	4657.0	0.09699999999999999
Left-precuneus	12544.0	2.4930000000000003	4593.0	0.122
Left-rostralanteriorcingulate	2919.0	2.6260000000000003	968.0	0.12300000000000001
Left-rostralmiddlefrontal	16834.0	2.294	6287.0	0.141
Left-superiorfrontal	24656.0	2.556	8173.0	0.124
Left-superiorparietal	16609.0	2.294	6468.0	0.114
Left-superiortemporal	13046.0	2.804	3836.0	0.09699999999999999
Left-supramarginal	14027.0	2.613	4744.0	0.11800000000000001
Left-frontalpole	1002.0	2.719	267.0	0.175
Left-temporalpole	2674.0	3.443	487.0	0.122
Left-transversetemporal	1031.0	2.479	398.0	0.142
Left-insula	8310.0	2.9739999999999998	2637.0	0.122
BrainSegVolNotVent	1216147.0	1216147.0	92562.0	1216147.0
eTIV	1505026.016838	1505026.016838	1216147.0	1505026.016838
