name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2815.0	2.281	1037.0	0.151
Left-G&S_occipital_inf	3341.0	2.322	1319.0	0.131
Left-G&S_paracentral	2925.0	2.44	983.0	0.106
Left-G&S_subcentral	3593.0	2.6489999999999996	1162.0	0.127
Left-G&S_transv_frontopol	1510.0	2.6519999999999997	495.0	0.154
Left-G&S_cingul-Ant	4774.0	2.699	1670.0	0.1
Left-G&S_cingul-Mid-Ant	2608.0	2.63	963.0	0.10800000000000001
Left-G&S_cingul-Mid-Post	2672.0	2.546	990.0	0.11900000000000001
Left-G_cingul-Post-dorsal	1988.0	2.853	507.0	0.161
Left-G_cingul-Post-ventral	728.0	2.8160000000000003	209.0	0.128
Left-G_cuneus	3256.0	2.089	1342.0	0.145
Left-G_front_inf-Opercular	3458.0	2.717	987.0	0.12
Left-G_front_inf-Orbital	1553.0	2.843	392.0	0.154
Left-G_front_inf-Triangul	4094.0	2.641	1201.0	0.14
Left-G_front_middle	11021.0	2.537	3480.0	0.139
Left-G_front_sup	18577.0	2.7969999999999997	5355.0	0.124
Left-G_Ins_lg&S_cent_ins	1792.0	3.3480000000000003	541.0	0.13699999999999998
Left-G_insular_short	2521.0	3.638	546.0	0.11599999999999999
Left-G_occipital_middle	4892.0	2.636	1518.0	0.142
Left-G_occipital_sup	2808.0	2.275	1120.0	0.13699999999999998
Left-G_oc-temp_lat-fusifor	5821.0	2.634	1772.0	0.127
Left-G_oc-temp_med-Lingual	4450.0	2.005	1841.0	0.141
Left-G_oc-temp_med-Parahip	3569.0	2.807	966.0	0.11199999999999999
Left-G_orbital	7262.0	2.562	2183.0	0.153
Left-G_pariet_inf-Angular	5779.0	2.667	1709.0	0.132
Left-G_pariet_inf-Supramar	7377.0	2.766	2223.0	0.125
Left-G_parietal_sup	7555.0	2.461	2425.0	0.122
Left-G_postcentral	4416.0	2.386	1435.0	0.122
Left-G_precentral	6475.0	2.786	1840.0	0.10300000000000001
Left-G_precuneus	7621.0	2.526	2487.0	0.13
Left-G_rectus	2941.0	2.805	761.0	0.158
Left-G_subcallosal	1707.0	2.7489999999999997	626.0	0.11900000000000001
Left-G_temp_sup-G_T_transv	1494.0	2.668	442.0	0.106
Left-G_temp_sup-Lateral	6586.0	2.8739999999999997	1735.0	0.128
Left-G_temp_sup-Plan_polar	2343.0	3.5639999999999996	579.0	0.08199999999999999
Left-G_temp_sup-Plan_tempo	2605.0	2.955	790.0	0.10300000000000001
Left-G_temporal_inf	6378.0	2.667	1850.0	0.145
Left-G_temporal_middle	7317.0	3.0069999999999997	1759.0	0.13699999999999998
Left-Lat_Fis-ant-Horizont	621.0	2.31	313.0	0.111
Left-Lat_Fis-ant-Vertical	631.0	2.35	311.0	0.10300000000000001
Left-Lat_Fis-post	1918.0	2.65	913.0	0.09699999999999999
Left-Pole_occipital	4565.0	2.218	1746.0	0.142
Left-Pole_temporal	6068.0	2.8989999999999996	1410.0	0.147
Left-S_calcarine	3382.0	2.103	1869.0	0.12
Left-S_central	4024.0	2.04	2208.0	0.09300000000000001
Left-S_cingul-Marginalis	1900.0	2.39	781.0	0.102
Left-S_circular_insula_ant	1449.0	2.846	577.0	0.10099999999999999
Left-S_circular_insula_inf	2446.0	2.843	1039.0	0.085
Left-S_circular_insula_sup	2894.0	2.63	1342.0	0.102
Left-S_collat_transv_ant	1710.0	2.436	773.0	0.135
Left-S_collat_transv_post	674.0	2.39	365.0	0.145
Left-S_front_inf	3823.0	2.053	1954.0	0.115
Left-S_front_middle	3028.0	2.407	1440.0	0.125
Left-S_front_sup	6901.0	2.421	2849.0	0.10800000000000001
Left-S_interm_prim-Jensen	486.0	3.0780000000000003	202.0	0.132
Left-S_intrapariet&P_trans	4821.0	2.307	2394.0	0.111
Left-S_oc_middle&Lunatus	2283.0	2.326	1118.0	0.13
Left-S_oc_sup&transversal	1258.0	2.1959999999999997	629.0	0.11800000000000001
Left-S_occipital_ant	1352.0	2.339	639.0	0.096
Left-S_oc-temp_lat	1968.0	2.381	932.0	0.121
Left-S_oc-temp_med&Lingual	4308.0	2.513	1808.0	0.11599999999999999
Left-S_orbital_lateral	504.0	2.0980000000000003	263.0	0.11599999999999999
Left-S_orbital_med-olfact	1179.0	2.5839999999999996	513.0	0.107
Left-S_orbital-H_Shaped	3003.0	2.3819999999999997	1209.0	0.129
Left-S_parieto_occipital	3240.0	2.563	1343.0	0.114
Left-S_pericallosal	1356.0	1.7719999999999998	970.0	0.121
Left-S_postcentral	4539.0	2.262	2049.0	0.11
Left-S_precentral-inf-part	2255.0	2.4019999999999997	1042.0	0.106
Left-S_precentral-sup-part	2042.0	2.4019999999999997	998.0	0.102
Left-S_suborbital	1359.0	2.7060000000000004	563.0	0.1
Left-S_subparietal	2517.0	2.455	1155.0	0.11800000000000001
Left-S_temporal_inf	2325.0	2.464	999.0	0.096
Left-S_temporal_sup	9829.0	2.616	3971.0	0.114
Left-S_temporal_transverse	815.0	2.435	426.0	0.092
BrainSegVolNotVent	1246900.0	1246900.0	96354.2	1246900.0
eTIV	1409137.408525	1409137.408525	1246900.0	1409137.408525
