name	volume	thickness	area	meancurv
Left-bankssts	2822.0	2.522	1155.0	0.08900000000000001
Left-caudalanteriorcingulate	1985.0	2.891	669.0	0.124
Left-caudalmiddlefrontal	8547.0	2.555	3125.0	0.121
Left-cuneus	2924.0	1.899	1486.0	0.154
Left-entorhinal	1954.0	3.3110000000000004	405.0	0.11800000000000001
Left-fusiform	9842.0	2.7710000000000004	3265.0	0.127
Left-inferiorparietal	14398.0	2.481	5377.0	0.113
Left-inferiortemporal	13289.0	2.737	4172.0	0.127
Left-isthmuscingulate	2926.0	2.5789999999999997	1031.0	0.124
Left-lateraloccipital	14468.0	2.2640000000000002	5775.0	0.132
Left-lateralorbitofrontal	10902.0	2.648	3527.0	0.124
Left-lingual	7468.0	2.202	3160.0	0.135
Left-medialorbitofrontal	5799.0	2.4819999999999998	2087.0	0.115
Left-middletemporal	14662.0	2.77	4414.0	0.126
Left-parahippocampal	2277.0	2.958	647.0	0.084
Left-paracentral	3662.0	2.438	1379.0	0.109
Left-parsopercularis	5136.0	2.521	1854.0	0.114
Left-parsorbitalis	2726.0	2.594	821.0	0.12300000000000001
Left-parstriangularis	4377.0	2.616	1503.0	0.129
Left-pericalcarine	2241.0	1.6969999999999998	1485.0	0.126
Left-postcentral	10754.0	2.089	4681.0	0.113
Left-posteriorcingulate	3364.0	2.51	1200.0	0.14
Left-precentral	14857.0	2.5639999999999996	5343.0	0.107
Left-precuneus	9710.0	2.524	3690.0	0.12
Left-rostralanteriorcingulate	3381.0	2.734	1081.0	0.127
Left-rostralmiddlefrontal	19240.0	2.379	7150.0	0.139
Left-superiorfrontal	27454.0	2.6830000000000003	9042.0	0.124
Left-superiorparietal	12905.0	2.215	5436.0	0.11699999999999999
Left-superiortemporal	13545.0	2.667	4458.0	0.102
Left-supramarginal	14674.0	2.552	5192.0	0.12300000000000001
Left-frontalpole	823.0	2.371	272.0	0.141
Left-temporalpole	2237.0	3.3480000000000003	488.0	0.14400000000000002
Left-transversetemporal	1226.0	2.516	430.0	0.10800000000000001
Left-insula	8179.0	3.11	2562.0	0.12300000000000001
BrainSegVolNotVent	1355261.0	1355261.0	98341.5	1355261.0
eTIV	1680204.683201	1680204.683201	1355261.0	1680204.683201
