name	volume	thickness	area	meancurv
Left-G&S_frontomargin	1964.0	2.41	662.0	0.17800000000000002
Left-G&S_occipital_inf	2886.0	2.452	1031.0	0.149
Left-G&S_paracentral	2730.0	2.18	1079.0	0.11800000000000001
Left-G&S_subcentral	3101.0	2.803	933.0	0.138
Left-G&S_transv_frontopol	1813.0	2.374	535.0	0.184
Left-G&S_cingul-Ant	4133.0	2.605	1462.0	0.13699999999999998
Left-G&S_cingul-Mid-Ant	2279.0	2.661	840.0	0.11699999999999999
Left-G&S_cingul-Mid-Post	2486.0	2.496	973.0	0.136
Left-G_cingul-Post-dorsal	1532.0	2.838	385.0	0.145
Left-G_cingul-Post-ventral	644.0	2.585	219.0	0.106
Left-G_cuneus	3111.0	1.9569999999999999	1393.0	0.155
Left-G_front_inf-Opercular	2871.0	2.679	808.0	0.14
Left-G_front_inf-Orbital	1190.0	2.824	272.0	0.16
Left-G_front_inf-Triangul	2742.0	2.43	837.0	0.16
Left-G_front_middle	8536.0	2.469	2655.0	0.16399999999999998
Left-G_front_sup	15085.0	2.613	4495.0	0.138
Left-G_Ins_lg&S_cent_ins	1407.0	3.426	380.0	0.124
Left-G_insular_short	2054.0	3.6310000000000002	409.0	0.122
Left-G_occipital_middle	4263.0	2.6319999999999997	1212.0	0.152
Left-G_occipital_sup	2595.0	2.146	1029.0	0.135
Left-G_oc-temp_lat-fusifor	4095.0	2.718	1151.0	0.138
Left-G_oc-temp_med-Lingual	5194.0	2.1790000000000003	2121.0	0.165
Left-G_oc-temp_med-Parahip	2937.0	3.0410000000000004	695.0	0.109
Left-G_orbital	5634.0	2.909	1418.0	0.17300000000000001
Left-G_pariet_inf-Angular	6288.0	2.798	1705.0	0.151
Left-G_pariet_inf-Supramar	5637.0	2.696	1644.0	0.14800000000000002
Left-G_parietal_sup	5712.0	2.34	1863.0	0.13
Left-G_postcentral	3468.0	2.186	1298.0	0.13699999999999998
Left-G_precentral	4931.0	2.65	1470.0	0.122
Left-G_precuneus	5630.0	2.54	1678.0	0.14
Left-G_rectus	2417.0	2.612	634.0	0.14800000000000002
Left-G_subcallosal	918.0	2.6710000000000003	285.0	0.071
Left-G_temp_sup-G_T_transv	869.0	2.852	224.0	0.115
Left-G_temp_sup-Lateral	4814.0	2.864	1185.0	0.149
Left-G_temp_sup-Plan_polar	1604.0	3.127	414.0	0.086
Left-G_temp_sup-Plan_tempo	1473.0	2.7310000000000003	469.0	0.11199999999999999
Left-G_temporal_inf	6822.0	2.8080000000000003	1651.0	0.17
Left-G_temporal_middle	6710.0	2.9130000000000003	1589.0	0.14
Left-Lat_Fis-ant-Horizont	506.0	2.205	242.0	0.111
Left-Lat_Fis-ant-Vertical	346.0	2.126	183.0	0.095
Left-Lat_Fis-post	1116.0	2.3609999999999998	576.0	0.106
Left-Pole_occipital	2673.0	1.9269999999999998	1257.0	0.158
Left-Pole_temporal	5790.0	3.148	1188.0	0.15
Left-S_calcarine	3758.0	1.953	2131.0	0.154
Left-S_central	3245.0	1.923	1875.0	0.10400000000000001
Left-S_cingul-Marginalis	1795.0	2.39	850.0	0.11800000000000001
Left-S_circular_insula_ant	772.0	2.559	340.0	0.085
Left-S_circular_insula_inf	1788.0	2.675	807.0	0.102
Left-S_circular_insula_sup	2329.0	2.459	1125.0	0.106
Left-S_collat_transv_ant	1286.0	2.7560000000000002	521.0	0.125
Left-S_collat_transv_post	765.0	2.15	402.0	0.151
Left-S_front_inf	2576.0	2.177	1278.0	0.124
Left-S_front_middle	1616.0	2.138	840.0	0.132
Left-S_front_sup	3744.0	2.2030000000000003	1707.0	0.111
Left-S_interm_prim-Jensen	243.0	3.115	87.0	0.09699999999999999
Left-S_intrapariet&P_trans	4093.0	2.131	2105.0	0.10400000000000001
Left-S_oc_middle&Lunatus	1045.0	2.142	588.0	0.122
Left-S_oc_sup&transversal	1728.0	2.131	908.0	0.09699999999999999
Left-S_occipital_ant	1287.0	2.5380000000000003	564.0	0.121
Left-S_oc-temp_lat	1444.0	2.4	646.0	0.115
Left-S_oc-temp_med&Lingual	2940.0	2.459	1324.0	0.107
Left-S_orbital_lateral	457.0	1.906	230.0	0.099
Left-S_orbital_med-olfact	803.0	2.617	345.0	0.115
Left-S_orbital-H_Shaped	1927.0	2.591	663.0	0.139
Left-S_parieto_occipital	2633.0	2.289	1227.0	0.106
Left-S_pericallosal	1465.0	2.3080000000000003	821.0	0.132
Left-S_postcentral	3418.0	2.13	1659.0	0.11599999999999999
Left-S_precentral-inf-part	2249.0	2.282	1057.0	0.10300000000000001
Left-S_precentral-sup-part	1639.0	2.162	835.0	0.087
Left-S_suborbital	1275.0	2.334	558.0	0.12
Left-S_subparietal	1142.0	2.258	572.0	0.11900000000000001
Left-S_temporal_inf	2329.0	2.305	1103.0	0.121
Left-S_temporal_sup	8690.0	2.5810000000000004	3470.0	0.10300000000000001
Left-S_temporal_transverse	576.0	2.772	234.0	0.131
BrainSegVolNotVent	961027.0	961027.0	77420.6	961027.0
eTIV	1092941.8052959999	1092941.8052959999	961027.0	1092941.8052959999
