name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2791.0	2.479	980.0	0.16
Left-G&S_occipital_inf	3283.0	2.525	1137.0	0.136
Left-G&S_paracentral	3116.0	2.51	1004.0	0.111
Left-G&S_subcentral	3221.0	2.88	993.0	0.138
Left-G&S_transv_frontopol	1940.0	2.8539999999999996	528.0	0.163
Left-G&S_cingul-Ant	5543.0	2.8810000000000002	1772.0	0.133
Left-G&S_cingul-Mid-Ant	3038.0	2.6239999999999997	1184.0	0.114
Left-G&S_cingul-Mid-Post	2661.0	2.642	950.0	0.115
Left-G_cingul-Post-dorsal	1670.0	2.9539999999999997	437.0	0.157
Left-G_cingul-Post-ventral	864.0	2.8280000000000003	265.0	0.157
Left-G_cuneus	3810.0	2.19	1531.0	0.16399999999999998
Left-G_front_inf-Opercular	4486.0	3.1060000000000003	1089.0	0.14400000000000002
Left-G_front_inf-Orbital	1441.0	2.7539999999999996	382.0	0.142
Left-G_front_inf-Triangul	3604.0	2.861	1018.0	0.156
Left-G_front_middle	11639.0	2.738	3299.0	0.14300000000000002
Left-G_front_sup	23062.0	3.096	5945.0	0.141
Left-G_Ins_lg&S_cent_ins	1764.0	3.221	496.0	0.13699999999999998
Left-G_insular_short	2757.0	3.7089999999999996	546.0	0.122
Left-G_occipital_middle	4886.0	2.7960000000000003	1326.0	0.146
Left-G_occipital_sup	3032.0	2.42	1041.0	0.152
Left-G_oc-temp_lat-fusifor	3899.0	2.79	1072.0	0.13699999999999998
Left-G_oc-temp_med-Lingual	5388.0	2.177	2232.0	0.159
Left-G_oc-temp_med-Parahip	4325.0	2.928	1066.0	0.133
Left-G_orbital	7111.0	2.722	1917.0	0.157
Left-G_pariet_inf-Angular	5950.0	2.7	1697.0	0.13699999999999998
Left-G_pariet_inf-Supramar	5568.0	2.793	1647.0	0.145
Left-G_parietal_sup	6611.0	2.4130000000000003	2221.0	0.138
Left-G_postcentral	3850.0	2.2430000000000003	1374.0	0.14
Left-G_precentral	6988.0	2.9330000000000003	1832.0	0.135
Left-G_precuneus	7527.0	2.786	2123.0	0.142
Left-G_rectus	2739.0	2.7489999999999997	758.0	0.157
Left-G_subcallosal	1606.0	2.392	581.0	0.125
Left-G_temp_sup-G_T_transv	1219.0	2.846	312.0	0.121
Left-G_temp_sup-Lateral	5549.0	3.0039999999999996	1298.0	0.14800000000000002
Left-G_temp_sup-Plan_polar	2734.0	3.511	577.0	0.109
Left-G_temp_sup-Plan_tempo	2181.0	2.718	720.0	0.114
Left-G_temporal_inf	6333.0	2.745	1768.0	0.151
Left-G_temporal_middle	6325.0	2.801	1751.0	0.151
Left-Lat_Fis-ant-Horizont	481.0	2.088	255.0	0.095
Left-Lat_Fis-ant-Vertical	681.0	2.674	295.0	0.12300000000000001
Left-Lat_Fis-post	1520.0	2.8169999999999997	711.0	0.114
Left-Pole_occipital	4340.0	2.576	1403.0	0.152
Left-Pole_temporal	5493.0	3.1260000000000003	1213.0	0.19
Left-S_calcarine	2828.0	1.966	1713.0	0.131
Left-S_central	3906.0	2.129	2007.0	0.109
Left-S_cingul-Marginalis	1550.0	2.416	721.0	0.099
Left-S_circular_insula_ant	1084.0	3.17	400.0	0.111
Left-S_circular_insula_inf	2290.0	2.839	972.0	0.096
Left-S_circular_insula_sup	2870.0	2.6439999999999997	1314.0	0.102
Left-S_collat_transv_ant	1689.0	2.414	787.0	0.105
Left-S_collat_transv_post	616.0	2.279	344.0	0.13
Left-S_front_inf	4602.0	2.332	1995.0	0.13
Left-S_front_middle	2785.0	2.32	1224.0	0.121
Left-S_front_sup	5679.0	2.516	2336.0	0.106
Left-S_interm_prim-Jensen	296.0	2.51	148.0	0.113
Left-S_intrapariet&P_trans	4849.0	2.352	2321.0	0.115
Left-S_oc_middle&Lunatus	1231.0	2.2680000000000002	656.0	0.134
Left-S_oc_sup&transversal	1687.0	2.142	887.0	0.111
Left-S_occipital_ant	1025.0	2.4930000000000003	503.0	0.11800000000000001
Left-S_oc-temp_lat	1514.0	2.4819999999999998	668.0	0.13
Left-S_oc-temp_med&Lingual	2674.0	2.479	1173.0	0.114
Left-S_orbital_lateral	494.0	2.461	219.0	0.131
Left-S_orbital_med-olfact	1102.0	2.431	540.0	0.114
Left-S_orbital-H_Shaped	3147.0	2.734	1108.0	0.124
Left-S_parieto_occipital	3152.0	2.51	1468.0	0.11800000000000001
Left-S_pericallosal	1784.0	2.4019999999999997	950.0	0.135
Left-S_postcentral	4391.0	2.374	1988.0	0.124
Left-S_precentral-inf-part	2991.0	2.434	1335.0	0.114
Left-S_precentral-sup-part	1905.0	2.42	906.0	0.107
Left-S_suborbital	1322.0	2.8360000000000003	530.0	0.11900000000000001
Left-S_subparietal	2055.0	2.655	907.0	0.127
Left-S_temporal_inf	2555.0	2.512	1127.0	0.13
Left-S_temporal_sup	8623.0	2.495	3497.0	0.10400000000000001
Left-S_temporal_transverse	498.0	2.499	251.0	0.111
BrainSegVolNotVent	1177199.0	1177199.0	89740.8	1177199.0
eTIV	1729902.8610849997	1729902.8610849997	1177199.0	1729902.8610849997
