name	volume	thickness	area	meancurv
Left-bankssts	3042.0	2.583	1186.0	0.095
Left-caudalanteriorcingulate	2170.0	2.62	717.0	0.132
Left-caudalmiddlefrontal	7979.0	2.674	2749.0	0.11699999999999999
Left-cuneus	3951.0	2.061	1784.0	0.14400000000000002
Left-entorhinal	2268.0	3.125	578.0	0.12
Left-fusiform	11998.0	2.9130000000000003	3641.0	0.12300000000000001
Left-inferiorparietal	17376.0	2.511	6295.0	0.121
Left-inferiortemporal	14382.0	2.752	4380.0	0.128
Left-isthmuscingulate	3053.0	2.326	1171.0	0.126
Left-lateraloccipital	16135.0	2.2640000000000002	6633.0	0.131
Left-lateralorbitofrontal	10179.0	2.725	3343.0	0.13
Left-lingual	7800.0	2.075	3629.0	0.141
Left-medialorbitofrontal	6342.0	2.459	2288.0	0.126
Left-middletemporal	14496.0	2.925	4088.0	0.12
Left-parahippocampal	2170.0	2.938	644.0	0.099
Left-paracentral	3399.0	2.438	1308.0	0.1
Left-parsopercularis	3986.0	2.6060000000000003	1352.0	0.11199999999999999
Left-parsorbitalis	3145.0	2.762	889.0	0.159
Left-parstriangularis	4005.0	2.44	1505.0	0.11599999999999999
Left-pericalcarine	2768.0	1.736	1841.0	0.139
Left-postcentral	11905.0	2.187	4830.0	0.113
Left-posteriorcingulate	3875.0	2.555	1443.0	0.14800000000000002
Left-precentral	15509.0	2.673	5253.0	0.096
Left-precuneus	11411.0	2.5610000000000004	4228.0	0.126
Left-rostralanteriorcingulate	3213.0	2.7939999999999996	932.0	0.11900000000000001
Left-rostralmiddlefrontal	23714.0	2.455	8213.0	0.14
Left-superiorfrontal	28123.0	2.929	8471.0	0.124
Left-superiorparietal	16391.0	2.266	6625.0	0.125
Left-superiortemporal	17442.0	3.0039999999999996	4795.0	0.111
Left-supramarginal	12406.0	2.645	4226.0	0.125
Left-frontalpole	1456.0	2.9610000000000003	339.0	0.179
Left-temporalpole	2740.0	3.698	494.0	0.154
Left-transversetemporal	1172.0	2.641	425.0	0.12300000000000001
Left-insula	7834.0	2.955	2721.0	0.125
BrainSegVolNotVent	1348454.0	1348454.0	102908.0	1348454.0
eTIV	1593923.271011	1593923.271011	1348454.0	1593923.271011
