name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2534.0	2.548	891.0	0.151
Left-G&S_occipital_inf	3353.0	2.425	1222.0	0.132
Left-G&S_paracentral	3382.0	2.571	1081.0	0.121
Left-G&S_subcentral	3473.0	2.801	1084.0	0.127
Left-G&S_transv_frontopol	1618.0	2.716	466.0	0.156
Left-G&S_cingul-Ant	5127.0	2.9210000000000003	1582.0	0.131
Left-G&S_cingul-Mid-Ant	2418.0	2.9610000000000003	819.0	0.122
Left-G&S_cingul-Mid-Post	2418.0	2.888	830.0	0.11800000000000001
Left-G_cingul-Post-dorsal	1428.0	3.14	331.0	0.142
Left-G_cingul-Post-ventral	942.0	3.043	243.0	0.131
Left-G_cuneus	3123.0	1.935	1530.0	0.153
Left-G_front_inf-Opercular	3535.0	3.028	863.0	0.142
Left-G_front_inf-Orbital	1050.0	2.8689999999999998	256.0	0.145
Left-G_front_inf-Triangul	2662.0	2.701	768.0	0.13699999999999998
Left-G_front_middle	10130.0	2.8369999999999997	2730.0	0.141
Left-G_front_sup	22223.0	3.3360000000000003	5340.0	0.131
Left-G_Ins_lg&S_cent_ins	1691.0	3.4139999999999997	447.0	0.126
Left-G_insular_short	2609.0	3.917	471.0	0.129
Left-G_occipital_middle	5323.0	2.679	1475.0	0.135
Left-G_occipital_sup	2251.0	2.188	927.0	0.146
Left-G_oc-temp_lat-fusifor	4139.0	2.9210000000000003	1173.0	0.14800000000000002
Left-G_oc-temp_med-Lingual	4844.0	1.972	2201.0	0.17
Left-G_oc-temp_med-Parahip	3996.0	3.2689999999999997	958.0	0.13
Left-G_orbital	6938.0	2.85	1785.0	0.152
Left-G_pariet_inf-Angular	5711.0	2.862	1506.0	0.138
Left-G_pariet_inf-Supramar	7143.0	3.031	1780.0	0.132
Left-G_parietal_sup	5963.0	2.5980000000000003	1793.0	0.141
Left-G_postcentral	3906.0	2.4	1313.0	0.125
Left-G_precentral	6450.0	3.052	1625.0	0.113
Left-G_precuneus	6499.0	2.8560000000000003	1737.0	0.13699999999999998
Left-G_rectus	2314.0	2.475	670.0	0.133
Left-G_subcallosal	1921.0	3.19	627.0	0.11800000000000001
Left-G_temp_sup-G_T_transv	949.0	2.585	309.0	0.125
Left-G_temp_sup-Lateral	6076.0	3.347	1217.0	0.125
Left-G_temp_sup-Plan_polar	2372.0	3.4560000000000004	592.0	0.1
Left-G_temp_sup-Plan_tempo	1806.0	2.946	555.0	0.10099999999999999
Left-G_temporal_inf	5857.0	2.675	1594.0	0.131
Left-G_temporal_middle	8140.0	3.298	1700.0	0.13699999999999998
Left-Lat_Fis-ant-Horizont	464.0	2.3609999999999998	197.0	0.115
Left-Lat_Fis-ant-Vertical	448.0	2.266	236.0	0.094
Left-Lat_Fis-post	1526.0	2.7910000000000004	716.0	0.107
Left-Pole_occipital	3853.0	2.154	1580.0	0.147
Left-Pole_temporal	5502.0	3.168	1133.0	0.139
Left-S_calcarine	3695.0	2.045	2170.0	0.135
Left-S_central	3290.0	1.9469999999999998	1841.0	0.10300000000000001
Left-S_cingul-Marginalis	1662.0	2.6010000000000004	714.0	0.096
Left-S_circular_insula_ant	1058.0	2.987	420.0	0.10300000000000001
Left-S_circular_insula_inf	2171.0	2.864	906.0	0.079
Left-S_circular_insula_sup	2697.0	2.661	1261.0	0.105
Left-S_collat_transv_ant	1777.0	2.577	751.0	0.106
Left-S_collat_transv_post	592.0	1.996	368.0	0.14400000000000002
Left-S_front_inf	2780.0	2.282	1284.0	0.10400000000000001
Left-S_front_middle	1754.0	2.318	825.0	0.107
Left-S_front_sup	4912.0	2.5340000000000003	2007.0	0.098
Left-S_interm_prim-Jensen	579.0	2.399	285.0	0.10800000000000001
Left-S_intrapariet&P_trans	3999.0	2.25	2004.0	0.11599999999999999
Left-S_oc_middle&Lunatus	1576.0	2.36	805.0	0.11
Left-S_oc_sup&transversal	1728.0	2.314	841.0	0.111
Left-S_occipital_ant	1109.0	2.432	518.0	0.128
Left-S_oc-temp_lat	1083.0	2.412	531.0	0.10800000000000001
Left-S_oc-temp_med&Lingual	3227.0	2.612	1392.0	0.105
Left-S_orbital_lateral	697.0	2.3890000000000002	320.0	0.13
Left-S_orbital_med-olfact	952.0	2.235	499.0	0.107
Left-S_orbital-H_Shaped	3060.0	2.7039999999999997	1067.0	0.113
Left-S_parieto_occipital	4028.0	2.508	1754.0	0.11900000000000001
Left-S_pericallosal	971.0	2.062	639.0	0.131
Left-S_postcentral	3658.0	2.3169999999999997	1642.0	0.109
Left-S_precentral-inf-part	2935.0	2.366	1328.0	0.102
Left-S_precentral-sup-part	1604.0	2.5810000000000004	688.0	0.10099999999999999
Left-S_suborbital	1051.0	2.391	499.0	0.09300000000000001
Left-S_subparietal	1527.0	2.6289999999999996	639.0	0.107
Left-S_temporal_inf	2395.0	2.489	1084.0	0.11
Left-S_temporal_sup	8852.0	2.603	3599.0	0.10099999999999999
Left-S_temporal_transverse	978.0	2.766	361.0	0.136
BrainSegVolNotVent	1141772.0	1141772.0	83395.0	1141772.0
eTIV	1220714.1122549998	1220714.1122549998	1141772.0	1220714.1122549998
