name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2592.0	2.356	832.0	0.16
Left-G&S_occipital_inf	4235.0	2.509	1440.0	0.142
Left-G&S_paracentral	3113.0	2.262	1144.0	0.11199999999999999
Left-G&S_subcentral	4013.0	2.967	1151.0	0.136
Left-G&S_transv_frontopol	2354.0	2.427	699.0	0.18
Left-G&S_cingul-Ant	5609.0	3.116	1563.0	0.138
Left-G&S_cingul-Mid-Ant	2525.0	2.572	904.0	0.129
Left-G&S_cingul-Mid-Post	2664.0	2.501	994.0	0.136
Left-G_cingul-Post-dorsal	2321.0	2.9989999999999997	581.0	0.152
Left-G_cingul-Post-ventral	784.0	2.654	233.0	0.16
Left-G_cuneus	3075.0	1.954	1383.0	0.154
Left-G_front_inf-Opercular	3722.0	2.866	978.0	0.139
Left-G_front_inf-Orbital	1265.0	2.8819999999999997	301.0	0.172
Left-G_front_inf-Triangul	3062.0	2.8	830.0	0.16399999999999998
Left-G_front_middle	11071.0	2.499	3297.0	0.155
Left-G_front_sup	17193.0	2.641	5071.0	0.132
Left-G_Ins_lg&S_cent_ins	2045.0	3.6710000000000003	518.0	0.184
Left-G_insular_short	3068.0	3.3169999999999997	593.0	0.149
Left-G_occipital_middle	6484.0	2.546	1918.0	0.14400000000000002
Left-G_occipital_sup	2170.0	1.933	975.0	0.121
Left-G_oc-temp_lat-fusifor	4293.0	2.602	1375.0	0.15
Left-G_oc-temp_med-Lingual	3881.0	2.013	1626.0	0.145
Left-G_oc-temp_med-Parahip	5218.0	3.134	1252.0	0.135
Left-G_orbital	6954.0	2.818	1798.0	0.166
Left-G_pariet_inf-Angular	7310.0	2.6010000000000004	2164.0	0.139
Left-G_pariet_inf-Supramar	7509.0	2.798	2111.0	0.153
Left-G_parietal_sup	7180.0	2.199	2575.0	0.138
Left-G_postcentral	3971.0	2.037	1572.0	0.127
Left-G_precentral	5109.0	2.635	1501.0	0.115
Left-G_precuneus	7950.0	2.3930000000000002	2611.0	0.134
Left-G_rectus	2927.0	2.7230000000000003	748.0	0.15
Left-G_subcallosal	1135.0	2.947	348.0	0.098
Left-G_temp_sup-G_T_transv	1202.0	2.823	317.0	0.10800000000000001
Left-G_temp_sup-Lateral	5423.0	2.855	1363.0	0.13699999999999998
Left-G_temp_sup-Plan_polar	2595.0	3.447	640.0	0.068
Left-G_temp_sup-Plan_tempo	1631.0	2.489	596.0	0.08900000000000001
Left-G_temporal_inf	10676.0	2.972	2582.0	0.152
Left-G_temporal_middle	9157.0	3.05	2032.0	0.15
Left-Lat_Fis-ant-Horizont	418.0	2.14	221.0	0.107
Left-Lat_Fis-ant-Vertical	580.0	2.197	266.0	0.105
Left-Lat_Fis-post	1669.0	2.6919999999999997	790.0	0.127
Left-Pole_occipital	3639.0	2.122	1431.0	0.139
Left-Pole_temporal	5735.0	3.214	1235.0	0.147
Left-S_calcarine	2524.0	1.8730000000000002	1620.0	0.12300000000000001
Left-S_central	3660.0	1.92	2108.0	0.094
Left-S_cingul-Marginalis	1777.0	2.251	884.0	0.09699999999999999
Left-S_circular_insula_ant	939.0	2.9019999999999997	376.0	0.08800000000000001
Left-S_circular_insula_inf	2503.0	3.0239999999999996	968.0	0.08900000000000001
Left-S_circular_insula_sup	2506.0	2.6660000000000004	1164.0	0.10400000000000001
Left-S_collat_transv_ant	2380.0	2.535	1019.0	0.092
Left-S_collat_transv_post	333.0	1.8030000000000002	197.0	0.11699999999999999
Left-S_front_inf	2821.0	2.176	1386.0	0.122
Left-S_front_middle	2008.0	2.006	1003.0	0.11199999999999999
Left-S_front_sup	4303.0	2.12	2030.0	0.10300000000000001
Left-S_interm_prim-Jensen	471.0	2.194	260.0	0.111
Left-S_intrapariet&P_trans	4536.0	2.086	2346.0	0.11800000000000001
Left-S_oc_middle&Lunatus	1767.0	2.206	896.0	0.134
Left-S_oc_sup&transversal	1921.0	2.116	982.0	0.10300000000000001
Left-S_occipital_ant	1133.0	2.424	527.0	0.11599999999999999
Left-S_oc-temp_lat	1592.0	2.6180000000000003	648.0	0.129
Left-S_oc-temp_med&Lingual	3582.0	2.455	1480.0	0.11599999999999999
Left-S_orbital_lateral	452.0	2.1719999999999997	219.0	0.124
Left-S_orbital_med-olfact	1098.0	2.081	568.0	0.109
Left-S_orbital-H_Shaped	2819.0	2.627	976.0	0.134
Left-S_parieto_occipital	3200.0	2.198	1563.0	0.11599999999999999
Left-S_pericallosal	1417.0	1.704	1047.0	0.11599999999999999
Left-S_postcentral	4225.0	2.168	2040.0	0.13
Left-S_precentral-inf-part	2939.0	2.398	1326.0	0.102
Left-S_precentral-sup-part	2010.0	2.2840000000000003	925.0	0.096
Left-S_suborbital	1581.0	2.5810000000000004	610.0	0.115
Left-S_subparietal	2588.0	2.271	1225.0	0.12300000000000001
Left-S_temporal_inf	2965.0	2.401	1380.0	0.11199999999999999
Left-S_temporal_sup	11406.0	2.457	4849.0	0.10300000000000001
Left-S_temporal_transverse	731.0	2.207	407.0	0.111
BrainSegVolNotVent	1161078.0	1161078.0	93591.6	1161078.0
eTIV	1383827.423432	1383827.423432	1161078.0	1383827.423432
