name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2452.0	2.084	1004.0	0.138
Left-G&S_occipital_inf	3621.0	2.444	1372.0	0.14
Left-G&S_paracentral	2576.0	2.441	849.0	0.111
Left-G&S_subcentral	4003.0	2.7319999999999998	1204.0	0.124
Left-G&S_transv_frontopol	2078.0	2.667	550.0	0.161
Left-G&S_cingul-Ant	5276.0	2.519	1889.0	0.11699999999999999
Left-G&S_cingul-Mid-Ant	2395.0	2.775	760.0	0.114
Left-G&S_cingul-Mid-Post	2519.0	2.57	952.0	0.122
Left-G_cingul-Post-dorsal	1741.0	2.885	447.0	0.156
Left-G_cingul-Post-ventral	777.0	3.324	186.0	0.1
Left-G_cuneus	3014.0	1.796	1543.0	0.149
Left-G_front_inf-Opercular	3504.0	2.87	929.0	0.11800000000000001
Left-G_front_inf-Orbital	1170.0	2.8310000000000004	308.0	0.14
Left-G_front_inf-Triangul	3014.0	2.722	849.0	0.135
Left-G_front_middle	10104.0	2.645	3013.0	0.146
Left-G_front_sup	18962.0	3.0060000000000002	5104.0	0.127
Left-G_Ins_lg&S_cent_ins	1740.0	3.065	562.0	0.161
Left-G_insular_short	3106.0	3.6289999999999996	660.0	0.14400000000000002
Left-G_occipital_middle	5260.0	2.472	1756.0	0.138
Left-G_occipital_sup	3241.0	2.314	1177.0	0.132
Left-G_oc-temp_lat-fusifor	4997.0	2.605	1524.0	0.145
Left-G_oc-temp_med-Lingual	5125.0	2.043	2135.0	0.14300000000000002
Left-G_oc-temp_med-Parahip	4933.0	3.2260000000000004	1090.0	0.11699999999999999
Left-G_orbital	7315.0	2.7910000000000004	1906.0	0.146
Left-G_pariet_inf-Angular	8096.0	2.7439999999999998	2294.0	0.13699999999999998
Left-G_pariet_inf-Supramar	6228.0	2.864	1750.0	0.129
Left-G_parietal_sup	6932.0	2.286	2458.0	0.125
Left-G_postcentral	4743.0	2.176	1788.0	0.12
Left-G_precentral	6110.0	2.821	1716.0	0.107
Left-G_precuneus	6109.0	2.399	2148.0	0.126
Left-G_rectus	2396.0	2.557	673.0	0.132
Left-G_subcallosal	1788.0	2.431	708.0	0.152
Left-G_temp_sup-G_T_transv	734.0	2.4019999999999997	261.0	0.134
Left-G_temp_sup-Lateral	6198.0	3.17	1394.0	0.125
Left-G_temp_sup-Plan_polar	2408.0	3.688	558.0	0.084
Left-G_temp_sup-Plan_tempo	2085.0	2.8760000000000003	650.0	0.09
Left-G_temporal_inf	8047.0	2.775	2266.0	0.136
Left-G_temporal_middle	9144.0	3.054	2201.0	0.139
Left-Lat_Fis-ant-Horizont	446.0	2.175	217.0	0.096
Left-Lat_Fis-ant-Vertical	559.0	2.406	267.0	0.08800000000000001
Left-Lat_Fis-post	1411.0	2.668	667.0	0.095
Left-Pole_occipital	3015.0	1.797	1530.0	0.14400000000000002
Left-Pole_temporal	5652.0	3.247	1206.0	0.134
Left-S_calcarine	2694.0	1.9609999999999999	1605.0	0.136
Left-S_central	4176.0	2.0140000000000002	2371.0	0.10300000000000001
Left-S_cingul-Marginalis	1628.0	2.355	699.0	0.10400000000000001
Left-S_circular_insula_ant	1066.0	2.668	458.0	0.08800000000000001
Left-S_circular_insula_inf	2823.0	2.935	1071.0	0.091
Left-S_circular_insula_sup	2591.0	2.617	1197.0	0.10300000000000001
Left-S_collat_transv_ant	2249.0	2.5140000000000002	1017.0	0.1
Left-S_collat_transv_post	482.0	1.892	314.0	0.13699999999999998
Left-S_front_inf	3365.0	2.381	1498.0	0.11599999999999999
Left-S_front_middle	1843.0	2.056	997.0	0.114
Left-S_front_sup	5623.0	2.472	2282.0	0.1
Left-S_interm_prim-Jensen	556.0	2.391	257.0	0.11900000000000001
Left-S_intrapariet&P_trans	4574.0	2.096	2382.0	0.11
Left-S_oc_middle&Lunatus	1651.0	2.302	852.0	0.133
Left-S_oc_sup&transversal	2294.0	2.064	1240.0	0.12
Left-S_occipital_ant	1561.0	2.481	628.0	0.11599999999999999
Left-S_oc-temp_lat	1901.0	2.313	927.0	0.10099999999999999
Left-S_oc-temp_med&Lingual	3731.0	2.541	1635.0	0.11699999999999999
Left-S_orbital_lateral	542.0	1.942	311.0	0.102
Left-S_orbital_med-olfact	1027.0	2.265	514.0	0.107
Left-S_orbital-H_Shaped	2743.0	2.378	1084.0	0.11900000000000001
Left-S_parieto_occipital	2901.0	2.326	1417.0	0.114
Left-S_pericallosal	1437.0	1.8940000000000001	969.0	0.11900000000000001
Left-S_postcentral	4458.0	2.095	2342.0	0.099
Left-S_precentral-inf-part	2284.0	2.516	1005.0	0.087
Left-S_precentral-sup-part	1934.0	2.406	931.0	0.098
Left-S_suborbital	962.0	2.1590000000000003	478.0	0.11199999999999999
Left-S_subparietal	1751.0	2.5340000000000003	835.0	0.11800000000000001
Left-S_temporal_inf	3052.0	2.476	1324.0	0.11699999999999999
Left-S_temporal_sup	10554.0	2.6060000000000003	4379.0	0.10099999999999999
Left-S_temporal_transverse	499.0	2.8160000000000003	206.0	0.127
BrainSegVolNotVent	1281831.0	1281831.0	93740.5	1281831.0
eTIV	1559112.2656069999	1559112.2656069999	1281831.0	1559112.2656069999
