name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2761.0	2.343	950.0	0.163
Left-G&S_occipital_inf	3925.0	2.5789999999999997	1290.0	0.14
Left-G&S_paracentral	3426.0	2.4219999999999997	1173.0	0.099
Left-G&S_subcentral	4397.0	2.738	1367.0	0.129
Left-G&S_transv_frontopol	1938.0	2.739	506.0	0.153
Left-G&S_cingul-Ant	5239.0	3.063	1497.0	0.135
Left-G&S_cingul-Mid-Ant	2598.0	3.073	780.0	0.113
Left-G&S_cingul-Mid-Post	2763.0	2.6719999999999997	976.0	0.11800000000000001
Left-G_cingul-Post-dorsal	2069.0	3.1	478.0	0.152
Left-G_cingul-Post-ventral	939.0	2.824	257.0	0.14
Left-G_cuneus	4399.0	2.248	1666.0	0.14400000000000002
Left-G_front_inf-Opercular	3532.0	2.904	914.0	0.13699999999999998
Left-G_front_inf-Orbital	1494.0	3.095	306.0	0.13
Left-G_front_inf-Triangul	3821.0	2.766	977.0	0.14300000000000002
Left-G_front_middle	12504.0	2.775	3392.0	0.139
Left-G_front_sup	20824.0	2.992	5360.0	0.129
Left-G_Ins_lg&S_cent_ins	2125.0	3.236	590.0	0.13699999999999998
Left-G_insular_short	3195.0	3.637	623.0	0.134
Left-G_occipital_middle	7262.0	2.821	1900.0	0.132
Left-G_occipital_sup	3454.0	2.228	1374.0	0.139
Left-G_oc-temp_lat-fusifor	5756.0	2.986	1471.0	0.11599999999999999
Left-G_oc-temp_med-Lingual	5693.0	2.19	2072.0	0.146
Left-G_oc-temp_med-Parahip	5192.0	3.141	1218.0	0.11699999999999999
Left-G_orbital	6747.0	2.8	1635.0	0.151
Left-G_pariet_inf-Angular	6249.0	2.987	1572.0	0.136
Left-G_pariet_inf-Supramar	11116.0	3.011	2844.0	0.138
Left-G_parietal_sup	7312.0	2.6289999999999996	2120.0	0.122
Left-G_postcentral	4341.0	2.26	1510.0	0.113
Left-G_precentral	7650.0	3.0069999999999997	1929.0	0.10400000000000001
Left-G_precuneus	7926.0	2.565	2439.0	0.135
Left-G_rectus	2581.0	2.773	623.0	0.14400000000000002
Left-G_subcallosal	1762.0	2.657	605.0	0.098
Left-G_temp_sup-G_T_transv	1276.0	3.0810000000000004	292.0	0.11199999999999999
Left-G_temp_sup-Lateral	7673.0	3.326	1483.0	0.142
Left-G_temp_sup-Plan_polar	2182.0	3.572	518.0	0.078
Left-G_temp_sup-Plan_tempo	3111.0	2.9210000000000003	942.0	0.09
Left-G_temporal_inf	7410.0	2.883	1848.0	0.133
Left-G_temporal_middle	8901.0	3.2289999999999996	1897.0	0.158
Left-Lat_Fis-ant-Horizont	498.0	2.151	256.0	0.08900000000000001
Left-Lat_Fis-ant-Vertical	555.0	2.398	270.0	0.092
Left-Lat_Fis-post	2010.0	2.6010000000000004	944.0	0.10800000000000001
Left-Pole_occipital	3839.0	1.982	1761.0	0.159
Left-Pole_temporal	7220.0	3.307	1341.0	0.14
Left-S_calcarine	3659.0	1.975	2099.0	0.132
Left-S_central	4113.0	2.156	2159.0	0.091
Left-S_cingul-Marginalis	2009.0	2.481	889.0	0.095
Left-S_circular_insula_ant	998.0	2.986	382.0	0.087
Left-S_circular_insula_inf	2490.0	2.967	949.0	0.077
Left-S_circular_insula_sup	2877.0	2.603	1350.0	0.10099999999999999
Left-S_collat_transv_ant	2265.0	2.487	969.0	0.08900000000000001
Left-S_collat_transv_post	585.0	2.412	290.0	0.132
Left-S_front_inf	3755.0	2.3819999999999997	1608.0	0.11199999999999999
Left-S_front_middle	2653.0	2.497	1036.0	0.11900000000000001
Left-S_front_sup	6053.0	2.524	2430.0	0.109
Left-S_interm_prim-Jensen	527.0	2.667	195.0	0.09699999999999999
Left-S_intrapariet&P_trans	5672.0	2.374	2721.0	0.099
Left-S_oc_middle&Lunatus	2015.0	2.261	1020.0	0.11199999999999999
Left-S_oc_sup&transversal	2633.0	2.387	1220.0	0.10099999999999999
Left-S_occipital_ant	1576.0	2.571	730.0	0.114
Left-S_oc-temp_lat	1574.0	2.658	640.0	0.095
Left-S_oc-temp_med&Lingual	3054.0	2.5269999999999997	1277.0	0.095
Left-S_orbital_lateral	522.0	2.32	249.0	0.14
Left-S_orbital_med-olfact	1005.0	2.521	445.0	0.109
Left-S_orbital-H_Shaped	2557.0	2.456	1037.0	0.125
Left-S_parieto_occipital	3336.0	2.36	1560.0	0.113
Left-S_pericallosal	1209.0	2.205	763.0	0.122
Left-S_postcentral	4229.0	2.234	2039.0	0.09
Left-S_precentral-inf-part	3527.0	2.491	1496.0	0.086
Left-S_precentral-sup-part	2479.0	2.5069999999999997	1131.0	0.099
Left-S_suborbital	1441.0	2.557	564.0	0.127
Left-S_subparietal	2834.0	2.6910000000000003	1206.0	0.11900000000000001
Left-S_temporal_inf	2472.0	2.637	1071.0	0.113
Left-S_temporal_sup	12510.0	2.617	4607.0	0.113
Left-S_temporal_transverse	820.0	2.588	385.0	0.1
BrainSegVolNotVent	1231796.0	1231796.0	96483.0	1231796.0
eTIV	1553483.641544	1553483.641544	1231796.0	1553483.641544
