name	volume	thickness	area	meancurv
Left-bankssts	2548.0	2.456	1072.0	0.095
Left-caudalanteriorcingulate	1991.0	3.176	568.0	0.138
Left-caudalmiddlefrontal	8565.0	2.617	2881.0	0.11599999999999999
Left-cuneus	4274.0	2.228	1769.0	0.13699999999999998
Left-entorhinal	3486.0	3.205	760.0	0.128
Left-fusiform	12235.0	2.819	3601.0	0.10800000000000001
Left-inferiorparietal	16328.0	2.781	5077.0	0.12
Left-inferiortemporal	11807.0	2.7910000000000004	3518.0	0.124
Left-isthmuscingulate	3358.0	2.537	1167.0	0.127
Left-lateraloccipital	16253.0	2.366	6280.0	0.138
Left-lateralorbitofrontal	8878.0	2.717	2755.0	0.132
Left-lingual	7292.0	2.188	2992.0	0.133
Left-medialorbitofrontal	5954.0	2.701	1800.0	0.13
Left-middletemporal	14042.0	2.966	3632.0	0.141
Left-parahippocampal	2376.0	3.089	644.0	0.10099999999999999
Left-paracentral	3950.0	2.506	1475.0	0.096
Left-parsopercularis	5341.0	2.719	1700.0	0.115
Left-parsorbitalis	2442.0	2.658	667.0	0.136
Left-parstriangularis	4881.0	2.575	1595.0	0.121
Left-pericalcarine	2514.0	1.689	1623.0	0.135
Left-postcentral	10943.0	2.197	4362.0	0.10400000000000001
Left-posteriorcingulate	3632.0	2.6910000000000003	1223.0	0.134
Left-precentral	16588.0	2.7560000000000002	5446.0	0.1
Left-precuneus	13630.0	2.528	5073.0	0.127
Left-rostralanteriorcingulate	3645.0	3.2969999999999997	897.0	0.15
Left-rostralmiddlefrontal	17468.0	2.5380000000000003	5789.0	0.14
Left-superiorfrontal	27380.0	2.8739999999999997	8065.0	0.11800000000000001
Left-superiorparietal	17085.0	2.437	6370.0	0.111
Left-superiortemporal	17234.0	3.055	4536.0	0.11599999999999999
Left-supramarginal	16026.0	2.8	4990.0	0.121
Left-frontalpole	938.0	2.7569999999999997	235.0	0.156
Left-temporalpole	2968.0	3.63	535.0	0.139
Left-transversetemporal	1560.0	2.889	447.0	0.08900000000000001
Left-insula	9482.0	2.99	2930.0	0.113
BrainSegVolNotVent	1231796.0	1231796.0	96472.4	1231796.0
eTIV	1553483.641544	1553483.641544	1231796.0	1553483.641544
