name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2642.0	2.384	948.0	0.172
Left-G&S_occipital_inf	4107.0	2.562	1304.0	0.14400000000000002
Left-G&S_paracentral	3099.0	2.485	1024.0	0.11699999999999999
Left-G&S_subcentral	2826.0	2.713	883.0	0.13
Left-G&S_transv_frontopol	2039.0	2.76	582.0	0.171
Left-G&S_cingul-Ant	4331.0	2.969	1337.0	0.122
Left-G&S_cingul-Mid-Ant	3154.0	2.842	1059.0	0.129
Left-G&S_cingul-Mid-Post	2401.0	2.516	875.0	0.126
Left-G_cingul-Post-dorsal	1456.0	2.995	372.0	0.133
Left-G_cingul-Post-ventral	592.0	2.213	208.0	0.16
Left-G_cuneus	3477.0	1.94	1585.0	0.146
Left-G_front_inf-Opercular	3089.0	2.884	817.0	0.132
Left-G_front_inf-Orbital	1203.0	2.8339999999999996	290.0	0.153
Left-G_front_inf-Triangul	2284.0	2.395	742.0	0.135
Left-G_front_middle	9974.0	2.6039999999999996	2924.0	0.147
Left-G_front_sup	16086.0	2.985	4184.0	0.132
Left-G_Ins_lg&S_cent_ins	1584.0	2.9539999999999997	473.0	0.155
Left-G_insular_short	2624.0	3.701	462.0	0.115
Left-G_occipital_middle	5769.0	2.657	1629.0	0.135
Left-G_occipital_sup	2628.0	2.324	930.0	0.125
Left-G_oc-temp_lat-fusifor	5168.0	2.8710000000000004	1448.0	0.149
Left-G_oc-temp_med-Lingual	6214.0	2.247	2240.0	0.16399999999999998
Left-G_oc-temp_med-Parahip	4124.0	3.0669999999999997	987.0	0.124
Left-G_orbital	6424.0	2.795	1609.0	0.159
Left-G_pariet_inf-Angular	6242.0	2.852	1751.0	0.142
Left-G_pariet_inf-Supramar	5822.0	2.736	1676.0	0.139
Left-G_parietal_sup	6468.0	2.338	2253.0	0.12300000000000001
Left-G_postcentral	3981.0	2.31	1361.0	0.125
Left-G_precentral	5213.0	2.6260000000000003	1515.0	0.11
Left-G_precuneus	6363.0	2.513	1995.0	0.142
Left-G_rectus	2386.0	2.696	660.0	0.149
Left-G_subcallosal	1652.0	2.616	576.0	0.094
Left-G_temp_sup-G_T_transv	859.0	2.6	246.0	0.125
Left-G_temp_sup-Lateral	5465.0	2.985	1291.0	0.14
Left-G_temp_sup-Plan_polar	1784.0	3.3560000000000003	422.0	0.08900000000000001
Left-G_temp_sup-Plan_tempo	1526.0	2.647	525.0	0.081
Left-G_temporal_inf	7494.0	2.85	1959.0	0.133
Left-G_temporal_middle	6468.0	2.8310000000000004	1575.0	0.14
Left-Lat_Fis-ant-Horizont	502.0	1.921	282.0	0.08
Left-Lat_Fis-ant-Vertical	634.0	2.6460000000000004	275.0	0.10800000000000001
Left-Lat_Fis-post	1341.0	2.414	710.0	0.105
Left-Pole_occipital	3389.0	1.993	1562.0	0.15
Left-Pole_temporal	5771.0	3.0669999999999997	1276.0	0.14400000000000002
Left-S_calcarine	2951.0	2.045	1649.0	0.129
Left-S_central	3421.0	1.913	1959.0	0.09699999999999999
Left-S_cingul-Marginalis	1808.0	2.286	827.0	0.095
Left-S_circular_insula_ant	895.0	3.3139999999999996	312.0	0.091
Left-S_circular_insula_inf	2189.0	2.654	934.0	0.077
Left-S_circular_insula_sup	2574.0	2.674	1180.0	0.10800000000000001
Left-S_collat_transv_ant	2207.0	2.6069999999999998	905.0	0.096
Left-S_collat_transv_post	818.0	2.2030000000000003	457.0	0.129
Left-S_front_inf	3320.0	2.323	1446.0	0.10800000000000001
Left-S_front_middle	2023.0	2.278	982.0	0.115
Left-S_front_sup	6237.0	2.457	2535.0	0.111
Left-S_interm_prim-Jensen	339.0	2.395	174.0	0.11199999999999999
Left-S_intrapariet&P_trans	4666.0	2.176	2297.0	0.10300000000000001
Left-S_oc_middle&Lunatus	1821.0	2.387	902.0	0.125
Left-S_oc_sup&transversal	1764.0	2.23	890.0	0.10300000000000001
Left-S_occipital_ant	927.0	2.322	454.0	0.106
Left-S_oc-temp_lat	1346.0	2.563	576.0	0.14400000000000002
Left-S_oc-temp_med&Lingual	3158.0	2.311	1438.0	0.11
Left-S_orbital_lateral	543.0	2.343	252.0	0.136
Left-S_orbital_med-olfact	1161.0	2.531	532.0	0.114
Left-S_orbital-H_Shaped	2561.0	2.69	934.0	0.11699999999999999
Left-S_parieto_occipital	2738.0	2.282	1328.0	0.122
Left-S_pericallosal	1089.0	2.032	746.0	0.134
Left-S_postcentral	3854.0	2.238	1919.0	0.125
Left-S_precentral-inf-part	1917.0	2.379	915.0	0.086
Left-S_precentral-sup-part	1811.0	2.4659999999999997	795.0	0.10099999999999999
Left-S_suborbital	1327.0	2.582	518.0	0.129
Left-S_subparietal	1671.0	2.489	732.0	0.11900000000000001
Left-S_temporal_inf	2262.0	2.387	1140.0	0.111
Left-S_temporal_sup	8377.0	2.512	3540.0	0.1
Left-S_temporal_transverse	746.0	2.384	349.0	0.095
BrainSegVolNotVent	1102495.0	1102495.0	84444.2	1102495.0
eTIV	1236126.400688	1236126.400688	1102495.0	1236126.400688
